;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1 O2;Theta O1 O2;Alpha O1 O2;Beta O1 O2;Delta PO;Theta PO;Alpha PO;Beta PO
S22;Visual_field_EEG_OI;0.02803492932027822;0.022944988276159175;0.02137399971552239;0.054534992951399755;0.03560617784884855;0.03763249898787479;0.05753902721504089;0.08944066506492977;0.09475376414570534;0.11505973847752829;0.20985591622976318;0.218123365286222
S24;Visual_field_EEG_OI;0.011257302844621344;0.017141885900159807;0.032563805511308656;0.009454453335745393;0.02118463380700002;0.036963139301519135;0.0979065020508169;0.025510618524353865;0.09094788157367376;0.1400107521898746;0.41502446554996286;0.10050867913123233
S26;Visual_field_EEG_OI;0.007036607214352865;0.020187719695336198;0.02205964162370777;0.020500565239969258;0.016322394160037775;0.06068531948069992;0.0685583224826227;0.04817944913938165;0.07955117768222432;0.24530117007884844;0.26360836054557535;0.14553875096507857
S27;Visual_field_EEG_OI;0.0044316108647494854;0.008705353635517443;0.008660009210294806;0.005166362327461113;0.011311040737458788;0.06771369573302992;0.04765454138830856;0.016910045751344915;0.04640884884640357;0.42288037265783995;0.2814637470765544;0.0770397621719283
S28;Visual_field_EEG_OI;0.016459146344541077;0.016664748118875593;0.01022256946107228;0.008768573976773142;0.04351219183217176;0.04644243225668457;0.043609492680712424;0.03288690642673265;0.18590072463824228;0.20805178084495168;0.21705012300171453;0.16717053999440942
S29;Visual_field_EEG_OI;0.008320248457178348;0.008874813091579534;0.01551495403270766;0.013342000916113933;0.03657573424704188;0.030403962091741694;0.058202524488001874;0.038550230037512796;0.2607253298149698;0.18365799319739284;0.2050655746055704;0.1359571924796587
S30;Visual_field_EEG_OI;0.004778924142732473;0.005950690227049713;0.019144404718875168;0.020044017090114493;0.015649951688297057;0.02189688801231491;0.07474123175415166;0.07797704466835663;0.0642284539251499;0.09354128731503907;0.27692195746776177;0.3200526527861867
S31;Visual_field_EEG_OI;0.00912600236438981;0.0083007663350763;0.00906339636349943;0.013695114120628694;0.03332728920634797;0.04216050492259154;0.037095884944192165;0.04828989696888668;0.19412156278235979;0.23317518363229187;0.16727255372614555;0.19955934658828275
S32;Visual_field_EEG_OI;0.0052981044791251515;0.008205325315355913;0.016534011518784877;0.01091306251502911;0.017214445499103566;0.029097270058685124;0.07456686644188949;0.04203340868136765;0.0887851182268397;0.152722934917029;0.3675630067673965;0.18462948632718582
S33;Visual_field_EEG_OI;0.005288168583077161;0.005456920270591125;0.008756543179464407;0.018908124240048046;0.02249091088796074;0.024061750039615578;0.03182914568159972;0.07298291283341636;0.17318686548676968;0.14220555689586423;0.1410565321102593;0.34367917370710105
S34;Visual_field_EEG_OI;0.00393782877631186;0.00750848844112287;0.029968340022992094;0.009353184318913988;0.011059349318792912;0.023904232760245784;0.10468407890928438;0.03061139864627889;0.06832347652799238;0.13357123867013437;0.45140324872851534;0.12389394267431486
S36;Visual_field_EEG_OI;0.0034695900454089234;0.005871766552569209;0.01578950492812593;0.025758132874182285;0.013640599586710433;0.029668147537856283;0.08311718237584909;0.056776627976950954;0.07914254561480004;0.15464361841127222;0.39634021795328456;0.12926760591841713
S37;Visual_field_EEG_OI;0.013104071058199423;0.013239975895896618;0.026621831345597577;0.014305074763556979;0.032624275136649075;0.03748044386143997;0.09070649811126003;0.04723394361382271;0.12136521331179109;0.15380588124311925;0.2777544780671302;0.17030035019458928
