;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S21;Resting Open;0.037564373;0.038623758;0.022356766;0.022891995;0.042262083;0.037746202;0.023467832;0.025552033;0.037370584;0.039040588;0.029779698;0.028541472;0.035094418;0.035673259;0.024601943;0.023267071;0.035415248;0.034554213;0.023130411;0.022993412;0.030171169;0.030848137;0.017334258;0.018201189;0.032552548;0.031625487;0.018443592;0.018150085;-5.09185;-3.76579;8.48123;4.00709
S22;Resting Open;0.029612335;0.027084176;0.017339258;0.057756258;0.024741921;0.025327446;0.018900469;0.058138878;0.024724508;0.025604774;0.018066023;0.057015417;0.026318913;0.025687839;0.017177005;0.055600297;0.02553362;0.023679581;0.016179578;0.052753199;0.022562276;0.025098052;0.017007205;0.054749255;0.023953415;0.022691192;0.018792015;0.055360905;-6.30248;12.7971;2.63699;-1.60134
S24;Resting Open;0.027984591;0.038445413;0.028204936;0.0220497;0.029048406;0.038600362;0.029387596;0.023616796;0.026924077;0.043292751;0.033621377;0.029068746;0.031963438;0.039892401;0.03050177;0.023229068;0.035049133;0.043707323;0.034310928;0.025764647;0.025827616;0.036485318;0.033501834;0.024449591;0.031759643;0.04215194;0.035462155;0.025459348;-3.03043;-2.82221;5.21636;6.74865
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;6.89623;-5.15406;-5.55064;-1.70887
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-1.34071;12.9005;-2.18366;-5.0312
S5;Resting;0.007526;0.010376674;0.065798095;0.045331007;0.006639572;0.011796371;0.078313407;0.05765797;0.008426817;0.011467909;0.082190801;0.06332936;0.007789546;0.009209836;0.061603544;0.039508737;0.007705987;0.009083688;0.063395546;0.042042404;0.006874643;0.010138759;0.060543915;0.040706309;0.007488846;0.00995662;0.059001727;0.033627159;5.27704;7.89164;-7.24126;-9.53534
S6;Resting;0.008546755;0.014735703;0.070658927;0.022947303;0.008341649;0.01488573;0.076191851;0.026279047;0.008179694;0.015166092;0.085882618;0.037296272;0.007656328;0.014504116;0.092735693;0.026191696;0.007088038;0.01304691;0.128765196;0.033214702;0.007936909;0.013910443;0.067897938;0.018487639;0.006340676;0.012510271;0.073520257;0.01525102;9.14604;-2.42;-7.13441;-7.48092
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;-0.540448;-3.52253;3.37103;2.57447
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;12.7123;-8.72898;-8.28947;-8.31983
S11;Resting;0.006330313;0.007662774;0.08675947;0.010578864;0.006459375;0.008060679;0.100028029;0.010762254;0.005843722;0.008324718;0.109984335;0.011396888;0.006151853;0.007490167;0.094779232;0.010886475;0.005897108;0.008100092;0.116393528;0.012883236;0.005448804;0.008125243;0.1476366;0.011246316;0.005642022;0.00727482;0.125963605;0.011520542;14.9269;-9.51586;-8.0928;-10.8415
S13;Resting;0.026891663;0.029126025;0.024340954;0.05017243;0.026602498;0.027196294;0.024619452;0.050435692;0.027297814;0.027050785;0.025723635;0.055336291;0.025655207;0.028693453;0.025280203;0.05647977;0.026172339;0.026965938;0.023392709;0.055121543;0.026571927;0.023732481;0.019988984;0.040444696;0.0260972;0.025795052;0.021377183;0.046765569;-4.89157;10.0761;3.28502;-0.546654
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;7.78729;-4.92996;-3.1599;-5.5637
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;12.7486;-7.4258;-8.9211;-9.15318
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;6.37541;-4.30509;-2.50025;-4.29845
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-1.36787;2.48377;-1.72175;4.05902
S19;Resting;0.012560379;0.028016371;0.064792631;0.015759287;0.01405708;0.030999572;0.067428135;0.017304209;0.015462651;0.03362063;0.065747965;0.022877147;0.01164485;0.02687243;0.062844657;0.015098253;0.017990217;0.035225066;0.081904594;0.020289809;0.013075147;0.03435789;0.085457781;0.020660612;0.010291151;0.02755393;0.069090649;0.014982833;5.91424;-6.12508;-3.85845;1.59567
S20;Resting;0.014075598;0.014898226;0.096791014;0.018498075;0.014379626;0.011433213;0.096791832;0.019377205;0.005991989;0.007883702;0.107346843;0.020547934;0.004475124;0.006711701;0.09840878;0.018274785;0.004089815;0.00634337;0.110270059;0.01960604;0.005910556;0.006934678;0.108614484;0.017810646;0.003560909;0.00500293;0.096491001;0.014432585;13.1959;-5.97396;-7.32378;-10.5928
S21;Resting;0.021643268;0.036961362;0.028339;0.02929007;0.021345501;0.044838794;0.028931028;0.03222966;0.02134602;0.044451181;0.03531313;0.037532353;0.023075397;0.03537693;0.034141181;0.032273828;0.023787837;0.037548532;0.032360473;0.029732584;0.018125362;0.034255373;0.023136259;0.022693951;0.018928604;0.02965891;0.023950734;0.023594594;-3.52493;-0.374058;0.369252;5.13364
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-0.750249;11.7308;-4.05678;-6.11187
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;15.1252;-11.3908;-7.01026;-10.7655
S2;Contrast;0.027408129;0.039978345;0.03185794;0.030618606;0.028349823;0.04037132;0.03181274;0.030749008;0.022669031;0.036986897;0.031489368;0.03356755;0.032611102;0.042867872;0.03118878;0.029332094;0.020414093;0.044839937;0.028830531;0.028163048;0.023840886;0.040979498;0.029867862;0.027567397;0.026369836;0.046384263;0.028232229;0.024618038;-3.27537;-0.528928;3.00975;7.54147
S3;Contrast;0.035734974;0.051718031;0.019109118;0.025424726;0.035765896;0.054704744;0.018948649;0.025643399;0.031349447;0.046572449;0.016843057;0.025603451;0.038465053;0.051435563;0.019861691;0.025491339;0.035596457;0.052904588;0.018792326;0.025378392;0.031569045;0.039981561;0.018405217;0.025363869;0.034304817;0.042735094;0.019026943;0.024769605;-6.03692;-2.47648;7.87446;11.1105
S5;Contrast;0.010583602;0.020499611;0.056790752;0.046537657;0.011149608;0.016533344;0.064350681;0.045093914;0.011938262;0.019584926;0.072701356;0.04028779;0.011470642;0.025748757;0.052043438;0.048403685;0.01187392;0.018270287;0.046199865;0.046201533;0.009434404;0.014708033;0.057461171;0.036093483;0.011675296;0.018419169;0.039398934;0.039279654;2.61707;6.39665;-5.18214;-4.74024
S6;Contrast;0.033340736;0.044376949;0.022477005;0.034783163;0.031904895;0.041016851;0.02216061;0.040657147;0.035789874;0.042838298;0.02671159;0.049714463;0.030244358;0.039655493;0.020163302;0.035135445;0.024650942;0.032946669;0.019518911;0.036091432;0.028834988;0.031479595;0.020881152;0.031056168;0.023769053;0.027804918;0.017396565;0.025131555;-5.42031;2.86442;5.06383;4.8651
S7;Contrast;0.044959729;0.045673947;0.020157288;0.023102892;0.042714343;0.047580207;0.021959771;0.025426911;0.039428352;0.045516592;0.021648994;0.026337396;0.044520763;0.04440158;0.018243731;0.022092949;0.039816506;0.044418998;0.019094784;0.023781229;0.034444166;0.041489716;0.017041501;0.020712244;0.034990228;0.040634229;0.016033007;0.018060038;-5.91318;-3.76042;10.8465;8.7719
S10;Contrast;0.021269594;0.039408351;0.036904807;0.031798808;0.019875751;0.036054975;0.03446494;0.02845895;0.019911659;0.034676355;0.032548397;0.027519238;0.02386152;0.0394985;0.0350447;0.03315741;0.023379912;0.040348996;0.034959885;0.03716321;0.030786302;0.038936714;0.033187303;0.024509827;0.022927969;0.037027609;0.034873873;0.027239372;-2.32812;-0.225429;1.39845;5.42755
S11;Contrast;0.028611068;0.044894391;0.023165355;0.03057773;0.028768419;0.044283492;0.020918273;0.028314492;0.026007483;0.040349014;0.017962187;0.025433758;0.029288477;0.046752954;0.024643922;0.031224848;0.028070222;0.04874834;0.027349852;0.031253984;0.027309927;0.042960182;0.023007467;0.026709215;0.035902297;0.055648424;0.029600463;0.030708055;-4.90814;-0.5985;4.83428;9.99216
S13;Contrast;0.027423571;0.038011353;0.019885392;0.048889498;0.030977751;0.039210156;0.020313763;0.045566596;0.027412437;0.037866133;0.021235783;0.046093049;0.027413347;0.038594724;0.019827918;0.047118292;0.024229111;0.03804989;0.020553029;0.044924218;0.021268453;0.031515531;0.017910623;0.039752923;0.021909977;0.034120916;0.018499608;0.042015533;-5.8037;7.29482;2.92979;4.75718
S14;Contrast;0.071737707;0.059608135;0.029472409;0.019013214;0.030703816;0.040325656;0.027751996;0.017435968;0.038251545;0.049814385;0.028706642;0.029148469;0.043892486;0.040071995;0.027491042;0.019732551;0.034374731;0.037672538;0.025598529;0.020466238;0.030529335;0.035808278;0.026975677;0.016277609;0.032348195;0.030420425;0.026420509;0.015345599;-3.97576;-5.39069;10.5923;7.34946
S15;Contrast;0.011808036;0.026768901;0.058583222;0.025355868;0.012889181;0.027611746;0.06496303;0.027961739;0.013729575;0.028523419;0.068254772;0.026718546;0.012422683;0.0273552;0.05912956;0.025439156;0.013195907;0.028267681;0.070943605;0.028694012;0.010431515;0.023824585;0.0619418;0.022679647;0.009278586;0.021745226;0.060779598;0.022110485;4.26572;-2.39662;-4.75802;-0.915239
S16;Contrast;0.02611291;0.037289112;0.021820805;0.03555131;0.02606204;0.035233544;0.021628077;0.047780977;0.030727359;0.03470689;0.021010101;0.038707628;0.030757701;0.041486515;0.023347959;0.0334722;0.028444222;0.03450138;0.022467289;0.040729103;0.054964062;0.035249768;0.016759337;0.024112939;0.031529459;0.032366975;0.019020788;0.023609693;-5.50909;2.28205;6.58998;4.25495
S18;Contrast;0.018204635;0.045605702;0.029264143;0.039669783;0.018253762;0.042201842;0.029543303;0.040998003;0.018690486;0.043899013;0.032847569;0.045534639;0.016482584;0.038169828;0.027176656;0.036500596;0.018551571;0.034880288;0.028936129;0.036800867;0.016179578;0.037613217;0.032989509;0.044582322;0.013143678;0.031144566;0.028118432;0.040000006;-3.49411;5.12618;-1.94934;5.89357
S19;Contrast;0.023487569;0.042396794;0.039514333;0.028833607;0.022422771;0.040100226;0.043561754;0.028059804;0.018666644;0.037141617;0.046956964;0.029605075;0.023017676;0.042677738;0.037095252;0.026534373;0.021808342;0.043393558;0.043086946;0.026613604;0.020677759;0.040155642;0.049109207;0.033385705;0.016126758;0.031715761;0.033971579;0.023101408;-0.711316;-1.11082;0.14336;6.26217
S20;Contrast;0.048323292;0.047961121;0.020550518;0.038423869;0.044083868;0.036519055;0.016968783;0.036821402;0.043472369;0.037444949;0.01785164;0.036166244;0.041746289;0.035053082;0.017849143;0.038099278;0.039936596;0.035203412;0.015840987;0.034792534;0.033113767;0.027987065;0.012982012;0.024991051;0.030894705;0.025404659;0.013215539;0.025928233;-6.49208;1.67317;10.8508;3.70246
S21;Contrast;0.050233322;0.046981839;0.020508695;0.018747526;0.048500364;0.049201439;0.020668705;0.019336889;0.046038124;0.043864621;0.019421587;0.018239715;0.04615732;0.041687531;0.021539828;0.017274339;0.038786235;0.03365572;0.018312053;0.015545364;0.039628938;0.034998777;0.019603127;0.014791797;0.035174652;0.031000396;0.019206724;0.014759265;-5.74617;-6.64723;12.6612;6.50381
S22;Contrast;0.040293514;0.036626315;0.020182527;0.032807321;0.037631155;0.035089123;0.020188399;0.033351124;0.041122323;0.035209392;0.016693242;0.031032106;0.04031741;0.036635332;0.019342046;0.031484311;0.040279668;0.034184428;0.016540538;0.029034905;0.03909351;0.032848103;0.0189535;0.030311209;0.034819776;0.036310998;0.019370617;0.030923814;-6.00612;0.500042;10.2575;3.97447
S24;Contrast;0.015823621;0.052169581;0.030036837;0.025175181;0.015070469;0.050579915;0.029747056;0.024886756;0.018576187;0.060191405;0.033106942;0.026459387;0.01567938;0.052734326;0.033106561;0.025538547;0.015670212;0.054000861;0.033690332;0.025868925;0.014637328;0.045604438;0.030236626;0.02732471;0.014863414;0.054767098;0.045815229;0.035563056;-2.68096;-1.60149;-2.65218;13.4895
2S1;Resting Open;0.019572718;0.02259626;0.015029844;0.038346311;0.021710677;0.02401542;0.015834651;0.043255094;0.024777;0.022476813;0.015513963;0.047974139;0.019062486;0.01873156;0.014929812;0.041725606;0.020000897;0.016331431;0.015716479;0.052161674;0.028357367;0.032484527;0.018658288;0.051012134;0.027796415;0.029842598;0.019741887;0.054154546;-6.61597;8.12446;1.40144;-2.2214
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;-0.750295;1.59403;-2.3284;4.23251
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-3.25789;-3.8093;-3.00904;6.44982
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.75772;-3.5156;8.89616;1.57138
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;1.0955;-1.97432;-1.76892;-5.2188
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-0.959236;6.95713;-4.34809;-2.50988
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-5.95033;-1.02266;10.4012;-1.27574
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-2.40819;2.01613;-2.44912;1.81809
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-1.76691;9.1331;-4.17791;-5.85576
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;12.4993;-9.24672;-8.36435;-9.63341
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.50742;-1.09381;7.06761;-1.49339
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-3.3588;2.54343;-0.915907;-3.68186
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-2.75649;3.45949;4.53679;-0.56322
2S1;Resting;0.0095048;0.013388345;0.023730115;0.052762467;0.010618192;0.014375138;0.028734727;0.058661413;0.012375611;0.017174891;0.028170596;0.065208764;0.008709237;0.012615887;0.023903141;0.054926087;0.007770837;0.014546873;0.02646135;0.069053086;0.013880204;0.018647268;0.034106151;0.072577332;0.013125448;0.017654987;0.030958361;0.075909372;-3.98877;16.6726;-5.38204;-6.70725
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;4.82416;0.0124353;-5.7894;-1.76353
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;7.76138;-4.66791;-7.44426;-8.15491
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;5.55758;-5.88731;-0.399255;-5.29763
