;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S24;Dots;0.038472595;0.040973985;0.020397446;0.01939403;0.035964117;0.040304857;0.020990181;0.021319867;0.037856694;0.043614167;0.022356429;0.035549312;0.041779919;0.040272322;0.022596184;0.022199248;0.037314503;0.04236197;0.02512356;0.031573914;0.036539097;0.041695763;0.021539392;0.018966139;0.041475593;0.048350512;0.02520766;0.021441467;-5.31681;-2.0506;8.54471;11.7189
2S3;Dots;0.023649889;0.035000564;0.02238235;0.030282418;0.022806181;0.033808049;0.025767821;0.031031626;0.024773772;0.036628479;0.030691947;0.03208829;0.016101517;0.028756376;0.019938134;0.027297105;0.014773925;0.023625733;0.016643775;0.022991434;0.029561624;0.046803992;0.042216917;0.040985724;0.021428026;0.033407004;0.0332585;0.033985038;-4.40385;1.01096;0.185084;6.10024
2S4;Dots;0.032213984;0.033678759;0.023545597;0.015506412;0.042301954;0.044622902;0.027626338;0.019489431;0.05678976;0.052778562;0.036489461;0.025488424;0.026453118;0.024321961;0.023979549;0.01501723;0.020848731;0.019112446;0.021334494;0.015638431;0.045493301;0.041766604;0.031392217;0.021311532;0.030685257;0.030832326;0.029939911;0.019544443;-4.2484;-4.39999;7.39313;6.91345
2S5;Dots;0.027084915;0.024913462;0.02000628;0.038141717;0.028251467;0.027687332;0.020765208;0.040852636;0.030789722;0.028529558;0.023665941;0.044384647;0.022341091;0.024104946;0.018837405;0.038667567;0.018749524;0.022571416;0.018712793;0.040537108;0.032175005;0.028994596;0.02241258;0.04032436;0.02680533;0.025087296;0.019988328;0.03649592;-5.71874;4.70763;2.55966;1.09453
2S6;Dots;0.019855033;0.026495591;0.023786021;0.044500158;0.01911276;0.025589456;0.025974138;0.04769924;0.015933994;0.022320316;0.02640823;0.051409441;0.025232497;0.033174342;0.023629001;0.044787329;0.016295216;0.027662219;0.023327547;0.042313248;0.019932612;0.023552231;0.02786742;0.044030694;0.017619703;0.025779737;0.025256476;0.040001427;-4.73904;6.84385;-1.1316;1.46953
2S8;Dots;0.023229972;0.029975482;0.024911428;0.029308761;0.024316321;0.030604264;0.026664953;0.030761624;0.02540943;0.032176494;0.027505029;0.03388505;0.021533135;0.026162966;0.024236989;0.027200677;0.021581795;0.02288406;0.024062166;0.030427869;0.030699016;0.037392884;0.033331801;0.031179776;0.030087235;0.032880526;0.031909433;0.026958576;-4.28221;0.421758;1.92417;3.81382
2S9;Dots;0.026066968;0.027207364;0.020920886;0.043092719;0.025973807;0.025028431;0.020898992;0.0470703;0.026094665;0.023338085;0.020572126;0.049632707;0.01725015;0.015384513;0.013015455;0.027030904;0.015195945;0.016010507;0.013325462;0.028557341;0.037180938;0.04118767;0.03302748;0.072185868;0.030617977;0.037660079;0.029734311;0.057384281;-5.57686;7.62035;2.00471;1.36232
2S10;Dots;0.011946917;0.017945056;0.03522872;0.021840851;0.014593317;0.020790522;0.044409642;0.029879979;0.015307383;0.022732579;0.052587575;0.03224071;0.011919411;0.01854563;0.045529642;0.018202891;0.012628755;0.020774635;0.080470745;0.018113111;0.020277403;0.029242174;0.071095772;0.026046938;0.018494085;0.024273571;0.080564154;0.021560648;1.9603;-2.2321;-3.19032;-1.47588
2S11;Dots;0.030121571;0.019772694;0.008232807;0.016643607;0.029828885;0.021931933;0.0084925;0.018122244;0.031356569;0.022144798;0.008728262;0.018802771;0.027331507;0.021164319;0.008443668;0.018089819;0.032136054;0.02621157;0.011950022;0.028599789;0.04048348;0.027863371;0.013612689;0.020760452;0.041489708;0.027039095;0.011005227;0.020827629;-8.03034;-3.67161;5.91737;-0.345692
2S12;Dots;0.013649306;0.020964685;0.044838118;0.018920713;0.01432682;0.023282622;0.05109643;0.018872918;0.016202702;0.024904399;0.050850426;0.017444274;0.013310493;0.020104308;0.051416249;0.018555913;0.011529444;0.018014419;0.052393395;0.014630053;0.021882941;0.028682656;0.080444306;0.017926007;0.021607953;0.025084405;0.075794188;0.017702253;2.10601;-4.83613;-2.65812;-0.833746
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-1.71337;11.8615;-2.41793;-3.58242
S5;Resting;0.007526;0.010376674;0.065798095;0.045331007;0.006639572;0.011796371;0.078313407;0.05765797;0.008426817;0.011467909;0.082190801;0.06332936;0.007789546;0.009209836;0.061603544;0.039508737;0.007705987;0.009083688;0.063395546;0.042042404;0.006874643;0.010138759;0.060543915;0.040706309;0.007488846;0.00995662;0.059001727;0.033627159;4.40969;7.15104;-6.94863;-8.88439
S6;Resting;0.008546755;0.014735703;0.070658927;0.022947303;0.008341649;0.01488573;0.076191851;0.026279047;0.008179694;0.015166092;0.085882618;0.037296272;0.007656328;0.014504116;0.092735693;0.026191696;0.007088038;0.01304691;0.128765196;0.033214702;0.007936909;0.013910443;0.067897938;0.018487639;0.006340676;0.012510271;0.073520257;0.01525102;8.08192;-1.5435;-6.84171;-6.443
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;11.3747;-6.89792;-7.88908;-7.44674
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;6.75369;-3.75294;-3.29205;-4.19571
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;11.3663;-5.84229;-8.45759;-8.43702
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;5.43602;-3.14283;-2.68142;-2.62402
S21;Resting;0.021643268;0.036961362;0.028339;0.02929007;0.021345501;0.044838794;0.028931028;0.03222966;0.02134602;0.044451181;0.03531313;0.037532353;0.023075397;0.03537693;0.034141181;0.032273828;0.023787837;0.037548532;0.032360473;0.029732584;0.018125362;0.034255373;0.023136259;0.022693951;0.018928604;0.02965891;0.023950734;0.023594594;-3.76087;0.190415;-0.12011;8.54226
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-1.18503;10.7965;-4.07256;-4.82609
S23;Resting;0.011276084;0.010652038;0.092593249;0.01426347;0.011137001;0.010340885;0.093732227;0.01355194;0.010530895;0.010764072;0.100329458;0.013033326;0.011780861;0.010867333;0.101482471;0.016960395;0.011231385;0.010145445;0.110249699;0.014372796;0.009780741;0.009702789;0.086980801;0.009769245;0.010058854;0.010434363;0.107569581;0.010931861;11.1297;-6.76918;-5.28435;-8.79074
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;13.5874;-9.20861;-6.73407;-10.3513
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;6.71874;-3.39206;-7.11019;-7.30288
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;4.69027;-4.54804;-0.768996;-3.848
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;10.7141;-4.98006;-8.04136;-10.5809
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;1.07105;4.34331;-3.6406;-1.35874
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;7.12456;-4.12734;-6.93561;-3.17398
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;4.92925;3.47859;-7.32846;-7.75814
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;11.594;-7.57561;-7.98428;-10.0595
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;-5.48831;1.54205;4.61052;0.707354
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;9.28258;-9.03156;-8.00833;-2.65318
S3;Resting Open;0.046334164;0.028342585;0.014756691;0.030679849;0.044953552;0.028947506;0.015919348;0.035635409;0.043547666;0.029033786;0.01737008;0.034153193;0.047698437;0.029427195;0.016210048;0.030652346;0.041173957;0.031176431;0.018778348;0.036660006;0.046036479;0.028139924;0.017396745;0.032780678;0.043215832;0.025116362;0.014914236;0.027699094;-6.62036;1.57651;11.6166;2.8087
S5;Resting Open;0.012834732;0.017736995;0.05204449;0.032955682;0.012400007;0.016124658;0.072259784;0.038196785;0.012993897;0.018346612;0.088334783;0.04023591;0.013758589;0.018547953;0.0463176;0.031008582;0.012858779;0.017458106;0.052484868;0.033868035;0.009813882;0.014293734;0.05962376;0.030312679;0.012256351;0.017025516;0.0389036;0.027901963;2.45192;1.89498;-4.48389;-4.51263
S6;Resting Open;0.013942875;0.023914283;0.05713828;0.029524554;0.013240957;0.023520051;0.06180971;0.033942044;0.014727768;0.025313627;0.066140136;0.042417681;0.010890596;0.023320953;0.071005538;0.03103371;0.010345393;0.018865006;0.089944328;0.032963997;0.012318949;0.019367456;0.053555095;0.025942264;0.008587013;0.015932701;0.052633498;0.020417773;3.77317;0.693317;-4.72207;-1.73594
S10;Resting Open;0.029570732;0.028398272;0.040300565;0.021280368;0.029238581;0.02754377;0.035354279;0.021385153;0.030036058;0.02741805;0.032777321;0.022469578;0.029342003;0.028984976;0.051106221;0.02328813;0.029800264;0.030112782;0.064609535;0.026880579;0.033825257;0.029792327;0.031484479;0.019583788;0.029446895;0.027462262;0.044787417;0.019513475;-0.899977;-2.95533;4.35575;2.75966
S14;Resting Open;0.031958096;0.027163082;0.03760624;0.023924718;0.027337412;0.029059642;0.037913153;0.027605833;0.028588558;0.030587755;0.045238288;0.058653273;0.029608442;0.030298235;0.037854603;0.023095201;0.034113339;0.031800225;0.039603182;0.026048375;0.024513206;0.026568357;0.03498317;0.024402067;0.026389549;0.028513059;0.036407886;0.022603519;-1.84842;-0.0541018;3.74185;3.1828
S15;Resting Open;0.006706122;0.017334292;0.091493216;0.020449905;0.00723867;0.019045004;0.108384419;0.025341438;0.006669592;0.020393701;0.094953197;0.02459672;0.007188674;0.017251322;0.081536047;0.018640702;0.008039402;0.019214304;0.083332564;0.019544464;0.00561212;0.015258125;0.072717486;0.01722147;0.006352908;0.014802217;0.059905686;0.015782037;8.41325;-3.82025;-7.27825;-4.19791
S16;Resting Open;0.046757788;0.043595383;0.015695152;0.019921149;0.050173441;0.041131239;0.017107165;0.023780114;0.048477491;0.042461919;0.015382712;0.021462708;0.041125427;0.04229576;0.014612445;0.019191892;0.046482609;0.043681975;0.012421646;0.021770417;0.050095884;0.034090175;0.012459813;0.014115435;0.049984423;0.038540373;0.012083001;0.013688672;-7.03285;-4.27027;13.052;10.7078
S21;Resting Open;0.037564373;0.038623758;0.022356766;0.022891995;0.042262083;0.037746202;0.023467832;0.025552033;0.037370584;0.039040588;0.029779698;0.028541472;0.035094418;0.035673259;0.024601943;0.023267071;0.035415248;0.034554213;0.023130411;0.022993412;0.030171169;0.030848137;0.017334258;0.018201189;0.032552548;0.031625487;0.018443592;0.018150085;-5.22227;-2.71953;7.16394;7.23156
S22;Resting Open;0.029612335;0.027084176;0.017339258;0.057756258;0.024741921;0.025327446;0.018900469;0.058138878;0.024724508;0.025604774;0.018066023;0.057015417;0.026318913;0.025687839;0.017177005;0.055600297;0.02553362;0.023679581;0.016179578;0.052753199;0.022562276;0.025098052;0.017007205;0.054749255;0.023953415;0.022691192;0.018792015;0.055360905;-6.34731;11.6601;1.95784;0.53325
S23;Resting Open;0.026117965;0.033000164;0.045580544;0.025553555;0.025094054;0.034590387;0.045650094;0.022928447;0.023592654;0.033230772;0.048916654;0.022531215;0.026824801;0.033336595;0.048010505;0.03241306;0.026053917;0.031895645;0.045066762;0.02709712;0.022367389;0.028161571;0.044674213;0.016717798;0.022589609;0.0283805;0.049532861;0.019951519;-0.0634147;-2.18519;1.618;4.90346
S24;Resting Open;0.027984591;0.038445413;0.028204936;0.0220497;0.029048406;0.038600362;0.029387596;0.023616796;0.026924077;0.043292751;0.033621377;0.029068746;0.031963438;0.039892401;0.03050177;0.023229068;0.035049133;0.043707323;0.034310928;0.025764647;0.025827616;0.036485318;0.033501834;0.024449591;0.031759643;0.04215194;0.035462155;0.025459348;-3.2979;-1.79225;4.20958;10.363
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-3.52068;-2.70968;-3.09185;9.88231
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.98862;-2.50665;7.70185;4.43528
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;0.581063;-1.12383;-2.02612;-3.83126
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-1.37018;6.62081;-4.35221;-0.574175
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-2.72807;2.32858;-2.62399;4.42488
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-2.13863;8.3697;-4.16884;-4.60394
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;11.1248;-7.3217;-7.9527;-9.08055
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.46351;-0.296463;5.92464;0.490767
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-3.60904;2.99836;-1.25361;-2.01867
