;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
2S4;Square right;0.03346959;0.039117428;0.023523308;0.018145079;0.051259774;0.046475739;0.027426168;0.020985716;0.052380135;0.056925732;0.031266924;0.022679139;0.020111092;0.024287314;0.022424627;0.01433696;0.013536222;0.016845301;0.021076733;0.012726609;0.044921254;0.044649848;0.025088879;0.021340329;0.030672403;0.030374787;0.033567067;0.017731759;-4.32993;-5.80878;6.73075;6.13217
2S5;Square right;0.027707414;0.019913485;0.016466417;0.039556102;0.032041316;0.023946848;0.018065472;0.038936549;0.036443382;0.025631593;0.01827591;0.04049073;0.021952449;0.020713566;0.016054481;0.038158697;0.025439229;0.021647578;0.017581288;0.038487407;0.042402991;0.025638588;0.016906348;0.037641179;0.028419627;0.021823882;0.015622261;0.034643728;-6.42226;4.49445;4.544;-2.14659
2S6;Square right;0.01981886;0.023440266;0.023655169;0.054411157;0.020132944;0.023311567;0.024983182;0.053703417;0.021178417;0.020207387;0.026519191;0.053724333;0.0184271;0.023550838;0.024541546;0.057678823;0.015386553;0.020130271;0.024322756;0.046867365;0.023012965;0.024634699;0.027381947;0.049985665;0.019540503;0.022434305;0.024828323;0.048504951;-4.54855;11.7109;-0.874613;-2.22086
2S7;Square right;0.020138303;0.018573293;0.01956044;0.042188876;0.058491666;0.048915316;0.032739975;0.045551175;0.027164411;0.034450289;0.031060923;0.065816735;0.024315489;0.014627467;0.018681414;0.052370695;0.011393149;0.008505285;0.013373609;0.039409224;0.023835032;0.024938727;0.021515036;0.041698935;0.02721342;0.017562978;0.015873511;0.029575599;-5.25699;7.78996;3.18639;-1.61577
2S8;Square right;0.019939934;0.024964373;0.031090812;0.041806788;0.021592395;0.026962115;0.032690996;0.043503444;0.024437252;0.02603913;0.034492557;0.046947752;0.016867928;0.023177378;0.029614475;0.040939926;0.014407747;0.021197063;0.027153677;0.041010401;0.023747079;0.028650206;0.033591241;0.039654561;0.018788581;0.025463073;0.029109277;0.035698984;-3.14078;6.04223;-0.767069;-0.655754
2S9;Square right;0.024365401;0.020510885;0.017793195;0.04294599;0.026178195;0.02015212;0.020481591;0.05017445;0.028179182;0.02002258;0.02190905;0.054625341;0.018722008;0.021538837;0.017953425;0.038785281;0.015190113;0.018266019;0.013602869;0.032349311;0.032162087;0.026242978;0.024798602;0.055029941;0.02109722;0.027888517;0.022679963;0.042861702;-5.78899;8.1827;1.02838;-2.41831
2S10;Square right;0.012268605;0.021443049;0.037706673;0.024256873;0.012739268;0.026129902;0.047905814;0.030133804;0.014593077;0.02930173;0.057430374;0.032112519;0.011994666;0.018466129;0.035205153;0.021466476;0.012505143;0.018870737;0.0396376;0.021470479;0.017466982;0.032476843;0.072016531;0.035035687;0.017819971;0.028076415;0.064306615;0.028887414;1.01601;-0.951381;-3.66584;-0.806889
2S11;Square right;0.023908236;0.019937442;0.01000412;0.020001111;0.024258632;0.022353328;0.010661819;0.02255528;0.026027612;0.0242508;0.010771252;0.023242973;0.023206664;0.020176542;0.010413746;0.021002084;0.024070804;0.024603563;0.013020141;0.030046289;0.038104057;0.028338893;0.014463646;0.024652426;0.042278964;0.027354454;0.014380801;0.02210751;-7.64047;-3.26465;3.95831;-1.43678
2S12;Square right;0.012508719;0.018341382;0.050326266;0.02193966;0.013214743;0.019977231;0.058837856;0.021911874;0.013944382;0.021512402;0.060773199;0.019556907;0.01293318;0.018034015;0.05529268;0.023034239;0.012799685;0.018185878;0.053741087;0.018095001;0.019907721;0.026192739;0.071271199;0.01951533;0.022232436;0.027991593;0.065218483;0.018597707;3.22135;-4.72112;-3.04113;-2.81076
2S13;Square right;0.023766259;0.026905749;0.032793754;0.032505709;0.027371152;0.031178769;0.039418562;0.040226566;0.030010654;0.034738014;0.039191347;0.045515715;0.020731962;0.022929168;0.029568324;0.032256574;0.017965012;0.019726249;0.032633393;0.041226171;0.031497147;0.034127153;0.039491712;0.034563799;0.023833389;0.025582539;0.032668119;0.031484364;-2.26116;3.59227;1.78767;0.864733
