;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;11.543;-6.01908;-8.78064;-10.89
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;1.53867;4.6739;-3.73683;-2.46234
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;-1.20202;7.61748;-1.08974;-3.69542
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;7.84546;-5.02874;-7.54934;-4.0459
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;5.54717;3.50386;-8.01687;-8.26156
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;12.5004;-8.96108;-8.75758;-10.3895
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;-5.28658;1.181;4.96816;-0.454931
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;10.0656;-10.5909;-8.75879;-3.52163
2S13;Resting;0.005427338;0.017296859;0.071034367;0.015301688;0.006431154;0.01855525;0.096549833;0.017792074;0.005530665;0.014935766;0.07456258;0.015090474;0.006264123;0.018720381;0.085203576;0.018073917;0.007668744;0.019049455;0.147403277;0.025937317;0.006436579;0.017616479;0.087391227;0.017272536;0.006753651;0.018708606;0.100162077;0.020138436;10.7196;-5.50282;-8.16468;-4.91489
2S1;Square left;0.018330037;0.016903717;0.013332169;0.04577709;0.020932366;0.019957637;0.014163134;0.060333738;0.021617512;0.019958817;0.012765466;0.070025343;0.017917197;0.016946114;0.016777207;0.050749533;0.018456437;0.017364534;0.019609352;0.068622643;0.021228793;0.020828326;0.012988996;0.050680588;0.020665307;0.020727166;0.017318749;0.051228322;-6.73167;13.031;-0.744633;-4.25317
2S2;Square left;0.017432093;0.033512773;0.02629003;0.051461611;0.015282007;0.034095563;0.027223075;0.049328802;0.020047078;0.035963223;0.027714291;0.051277088;0.015714015;0.025641153;0.028510983;0.063620873;0.021081674;0.025398185;0.028772328;0.067018406;0.019983256;0.033012395;0.024801374;0.045370753;0.015618711;0.026299473;0.024240978;0.046770933;-4.09977;11.5572;-1.91095;2.52284
2S3;Square left;0.026537044;0.041779743;0.018422532;0.030516083;0.029384645;0.042700909;0.018705183;0.03196072;0.03018018;0.042829103;0.024138988;0.03309832;0.023447142;0.033081136;0.015397398;0.025714135;0.013754965;0.027306838;0.012513189;0.021168556;0.039452179;0.046526828;0.031293567;0.040708539;0.027173069;0.043674354;0.026034821;0.03558469;-5.5388;0.881771;2.91242;7.99111
2S4;Square left;0.032188935;0.030574638;0.027749698;0.015410561;0.043243653;0.042248754;0.03290333;0.019235411;0.053972542;0.044377676;0.045467976;0.022596721;0.020385621;0.020742159;0.029434422;0.012113067;0.018910066;0.017499319;0.032222349;0.010821692;0.048537689;0.041425921;0.035170142;0.01917802;0.028389474;0.027728311;0.037558888;0.015236799;-2.56078;-6.48076;7.0399;3.45308
2S5;Square left;0.028510862;0.026455595;0.023318836;0.035207249;0.035697747;0.028702693;0.026818956;0.035947547;0.036713695;0.031382205;0.025013414;0.03666024;0.022340297;0.025574689;0.022817028;0.035564041;0.025933587;0.021024878;0.023620583;0.036167084;0.036841564;0.034111843;0.025700054;0.033936222;0.02646985;0.027158272;0.021422977;0.031720792;-4.72066;2.62244;4.78843;0.927234
2S6;Square left;0.018329695;0.023838089;0.026404169;0.058567235;0.018893989;0.021337729;0.026631934;0.05500377;0.015452752;0.019393486;0.028605961;0.049830698;0.017315232;0.023888128;0.023232165;0.064240316;0.015761853;0.018745431;0.020375102;0.047306591;0.020475751;0.021960881;0.034722857;0.046770723;0.020424676;0.021242494;0.024652052;0.050128096;-4.23058;11.5982;-1.70805;-2.7564
2S7;Square left;0.023868722;0.019358502;0.021257113;0.03586502;0.0255625;0.022990841;0.023489314;0.043762003;0.029132169;0.024425027;0.028066357;0.055469975;0.021577846;0.015730392;0.022153267;0.039205658;0.018984497;0.012553525;0.012829496;0.024359511;0.034583673;0.026087981;0.023007033;0.039377245;0.028108853;0.019693559;0.018568057;0.02867589;-5.31425;4.11993;2.39059;-3.55337
2S8;Square left;0.014307604;0.020369062;0.026655768;0.031745324;0.014965798;0.02170308;0.026328479;0.032594666;0.017172914;0.023582243;0.026089666;0.037878178;0.012010934;0.018897636;0.025195916;0.029801982;0.018092837;0.01754499;0.025160262;0.039115518;0.018042427;0.025459451;0.026198916;0.031395089;0.031854689;0.024017194;0.027106658;0.028672446;-4.26881;1.57277;-1.60594;-2.65348
2S9;Square left;0.016871667;0.022007456;0.017692309;0.047719586;0.015635715;0.024335618;0.020797938;0.060797864;0.018734126;0.025074337;0.021057557;0.062262339;0.016138872;0.020075174;0.017562431;0.040032614;0.015646466;0.015661246;0.012438278;0.029978478;0.023269706;0.031769026;0.02674332;0.069642234;0.025077429;0.026403917;0.023420783;0.047243826;-5.70356;10.6163;-1.4036;-1.47026
2S10;Square left;0.013819225;0.013817941;0.052257872;0.014083562;0.015949614;0.017174542;0.060740168;0.01735956;0.018265699;0.022555033;0.071406134;0.019290898;0.011607894;0.012299857;0.05644454;0.013444015;0.011605848;0.013780807;0.066507612;0.014409561;0.020589667;0.0230371;0.104417434;0.020698898;0.017501851;0.020534936;0.109690057;0.018736355;6.00452;-6.25829;-3.225;-5.04293
2S11;Square left;0.023313157;0.021090453;0.010654867;0.016946035;0.022993509;0.020711668;0.011433015;0.017898673;0.026544764;0.021783046;0.011048756;0.018516109;0.022287279;0.023089951;0.010923002;0.017915858;0.030474444;0.027418153;0.013024571;0.025700467;0.034458649;0.030181306;0.014814506;0.020612248;0.036036441;0.03731004;0.013121898;0.020581664;-7.44989;-4.90447;3.65044;-0.105991
2S12;Square left;0.014586942;0.02355912;0.042921239;0.022339043;0.015672953;0.025645307;0.048816285;0.023413721;0.015425177;0.023054349;0.049272561;0.023149598;0.015736979;0.022069765;0.043523263;0.022066291;0.014268831;0.016840965;0.039984784;0.01744674;0.025700579;0.034372201;0.076409856;0.021117985;0.024359831;0.030901809;0.062839998;0.018613112;1.31252;-4.11825;-1.93001;-0.50417
2S13;Square left;0.033882975;0.031921652;0.024961391;0.032723562;0.037652136;0.032652543;0.03297688;0.039758662;0.037471333;0.032153883;0.031069585;0.040167655;0.027008869;0.026894214;0.025824897;0.036346782;0.02202225;0.022209015;0.027577828;0.044637953;0.036958962;0.031509595;0.028398025;0.035049699;0.029319626;0.028498123;0.025489276;0.033940724;-3.85962;3.7493;5.81946;1.89326
