;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S16;Resting open;0.036105659;0.040717637;0.023318345;0.029163396;0.035347429;0.043563541;0.025703973;0.034309125;0.0414591;0.045942671;0.025770036;0.029844972;0.034322104;0.03844372;0.022479299;0.02602393;0.031987122;0.037094347;0.022075771;0.029391696;0.032129451;0.036249529;0.022115027;0.021620816;0.029412686;0.033081063;0.020607341;0.020466555;-4.9158;-1.16924;7.33506;7.60718
S18;Resting open;0.02801387;0.039960461;0.024140591;0.029599731;0.027094558;0.040961194;0.023983359;0.030963873;0.028222997;0.043154082;0.027003983;0.031842669;0.028687619;0.037597913;0.023729757;0.028588372;0.026483485;0.039960697;0.027748096;0.030299228;0.0207769;0.035334621;0.03044365;0.030492408;0.021524339;0.034163222;0.03242016;0.02958305;-4.15214;0.26786;2.73754;7.26849
S20;Resting open;0.038188511;0.040902055;0.020254571;0.025282718;0.037818719;0.042724381;0.021777587;0.025622764;0.0399765;0.043067883;0.024594265;0.028588151;0.03952986;0.040058771;0.018691083;0.02623619;0.038202631;0.038315823;0.018295671;0.025831824;0.034005941;0.035367694;0.02105933;0.021115731;0.034848423;0.032750686;0.016865355;0.020858977;-5.59062;-2.40426;9.1614;7.44756
S21;Resting open;0.041269631;0.03454085;0.019324704;0.019270268;0.04626614;0.038642269;0.021143299;0.022417967;0.046911997;0.038253768;0.024361957;0.025130043;0.04147206;0.035814538;0.021340946;0.018604615;0.04639138;0.038022903;0.020293621;0.018241267;0.037216904;0.029478604;0.015870412;0.015790949;0.037961838;0.029971616;0.015900299;0.015154138;-5.67609;-5.11858;11.9259;5.04614
S22;Resting open;0.032799374;0.02294762;0.017165155;0.052180723;0.033127369;0.022286442;0.017073571;0.053473102;0.030504332;0.021785156;0.017064858;0.052172965;0.030808812;0.022135116;0.017861011;0.051149079;0.030928856;0.022881309;0.016649755;0.047946824;0.028783501;0.022312785;0.013997614;0.050279001;0.027307111;0.021658992;0.01546988;0.050551693;-6.4099;10.5551;5.29414;-2.32302
S23;Resting open;0.036152217;0.036769631;0.030113841;0.027959595;0.038020304;0.03607979;0.030103839;0.025091969;0.037084042;0.037140744;0.031221947;0.023734906;0.035486607;0.038364946;0.03133087;0.033697686;0.034238298;0.037016661;0.03065793;0.028822007;0.031183202;0.032164344;0.025747685;0.018597106;0.028797547;0.032457081;0.028973172;0.021362324;-3.42824;-1.98674;7.41567;5.51903
S24;Resting open;0.033494635;0.029619923;0.037587258;0.017238157;0.032714208;0.030658999;0.037255054;0.018637408;0.034022714;0.031781965;0.046944522;0.024138498;0.032073705;0.030218616;0.043042444;0.018064086;0.031966745;0.032562143;0.047533259;0.021483154;0.031430303;0.031117417;0.040381281;0.019808679;0.033377926;0.031364632;0.050441137;0.022602852;-0.529976;-4.62793;6.46523;2.80304
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;6.60679;-4.7524;-5.83619;-0.845657
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-1.36316;12.9817;-2.57284;-4.49596
S5;Resting;0.007526;0.010376674;0.065798095;0.045331007;0.006639572;0.011796371;0.078313407;0.05765797;0.008426817;0.011467909;0.082190801;0.06332936;0.007789546;0.009209836;0.061603544;0.039508737;0.007705987;0.009083688;0.063395546;0.042042404;0.006874643;0.010138759;0.060543915;0.040706309;0.007488846;0.00995662;0.059001727;0.033627159;5.01314;7.96484;-7.5269;-9.34589
S6;Resting;0.008546755;0.014735703;0.070658927;0.022947303;0.008341649;0.01488573;0.076191851;0.026279047;0.008179694;0.015166092;0.085882618;0.037296272;0.007656328;0.014504116;0.092735693;0.026191696;0.007088038;0.01304691;0.128765196;0.033214702;0.007936909;0.013910443;0.067897938;0.018487639;0.006340676;0.012510271;0.073520257;0.01525102;8.81717;-2.11966;-7.43096;-7.11566
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;-0.585174;-3.11161;2.55179;3.74318
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;12.2537;-8.21407;-8.5816;-8.06056
S11;Resting;0.006330313;0.007662774;0.08675947;0.010578864;0.006459375;0.008060679;0.100028029;0.010762254;0.005843722;0.008324718;0.109984335;0.011396888;0.006151853;0.007490167;0.094779232;0.010886475;0.005897108;0.008100092;0.116393528;0.012883236;0.005448804;0.008125243;0.1476366;0.011246316;0.005642022;0.00727482;0.125963605;0.011520542;14.3786;-8.98074;-8.36845;-10.7784
S13;Resting;0.026891663;0.029126025;0.024340954;0.05017243;0.026602498;0.027196294;0.024619452;0.050435692;0.027297814;0.027050785;0.025723635;0.055336291;0.025655207;0.028693453;0.025280203;0.05647977;0.026172339;0.026965938;0.023392709;0.055121543;0.026571927;0.023732481;0.019988984;0.040444696;0.0260972;0.025795052;0.021377183;0.046765569;-4.81007;10.2235;2.94992;0.40372
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;7.45859;-4.53691;-3.46391;-5.08814
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;12.2341;-6.95365;-9.21768;-8.96233
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;6.09584;-3.88586;-2.74562;-3.66902
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-1.40197;2.76901;-1.91848;5.38646
S20;Resting;0.014075598;0.014898226;0.096791014;0.018498075;0.014379626;0.011433213;0.096791832;0.019377205;0.005991989;0.007883702;0.107346843;0.020547934;0.004475124;0.006711701;0.09840878;0.018274785;0.004089815;0.00634337;0.110270059;0.01960604;0.005910556;0.006934678;0.108614484;0.017810646;0.003560909;0.00500293;0.096491001;0.014432585;12.6985;-5.54421;-7.50985;-10.4203
S21;Resting;0.021643268;0.036961362;0.028339;0.02929007;0.021345501;0.044838794;0.028931028;0.03222966;0.02134602;0.044451181;0.03531313;0.037532353;0.023075397;0.03537693;0.034141181;0.032273828;0.023787837;0.037548532;0.032360473;0.029732584;0.018125362;0.034255373;0.023136259;0.022693951;0.018928604;0.02965891;0.023950734;0.023594594;-3.48455;-0.066868;0.1227;6.57349
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-0.799396;11.878;-4.36422;-5.66269
S23;Resting;0.011276084;0.010652038;0.092593249;0.01426347;0.011137001;0.010340885;0.093732227;0.01355194;0.010530895;0.010764072;0.100329458;0.013033326;0.011780861;0.010867333;0.101482471;0.016960395;0.011231385;0.010145445;0.110249699;0.014372796;0.009780741;0.009702789;0.086980801;0.009769245;0.010058854;0.010434363;0.107569581;0.010931861;12.0194;-8.02019;-5.65896;-9.2735
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;14.6281;-10.8178;-7.31101;-10.7084
S2;Square left;0.028017488;0.044930568;0.023576215;0.02288909;0.027939952;0.044842412;0.023528812;0.023050876;0.028816309;0.045346853;0.023203438;0.022935388;0.03214136;0.045593434;0.026114795;0.02417655;0.027245896;0.044919052;0.02549969;0.023514748;0.026658306;0.041678019;0.022045635;0.021547743;0.024340538;0.039098644;0.021601173;0.021486836;-4.79855;-3.35268;3.77503;10.2338
S3;Square left;0.045048267;0.043464329;0.012658019;0.021177316;0.048435747;0.044386628;0.014054143;0.022995587;0.050026077;0.044553075;0.013982357;0.021850674;0.041592086;0.041699594;0.012264234;0.021317433;0.041123952;0.042522662;0.011615731;0.023384972;0.038720333;0.044844236;0.014395369;0.020673987;0.040199002;0.038374006;0.011940425;0.019973008;-7.22379;-3.93664;12.5189;9.6934
S5;Square left;0.014514087;0.017968564;0.058638504;0.03488106;0.014761286;0.01840281;0.07101151;0.03799066;0.015454632;0.01830957;0.08034944;0.03660009;0.012387187;0.022557127;0.05202737;0.034043358;0.011658074;0.019152433;0.050782665;0.034790061;0.01365062;0.01575387;0.068484403;0.030117083;0.012359204;0.019595264;0.049142346;0.030346325;3.65661;2.18464;-4.2229;-4.34304
S6;Square left;0.02518601;0.034081168;0.023385283;0.040674823;0.029715665;0.034272328;0.023554045;0.044249156;0.031044432;0.035130531;0.025536727;0.053777142;0.026439978;0.031110985;0.024229639;0.050151331;0.018923182;0.02994386;0.023041447;0.054185766;0.023262011;0.024887208;0.021088041;0.033843195;0.019106418;0.023066185;0.01921769;0.031012186;-4.96858;6.81688;2.02023;2.35605
S7;Square left;0.035360923;0.045856464;0.02191691;0.024692621;0.032687471;0.048849949;0.024203078;0.029040286;0.031350142;0.047045954;0.0231558;0.031084853;0.032100535;0.043988639;0.021501716;0.024339578;0.029604132;0.047104038;0.021098557;0.02438144;0.027952675;0.043682525;0.019991969;0.022804638;0.026054673;0.042220865;0.019120489;0.020709289;-5.26402;-2.15453;5.38661;11.2711
S10;Square left;0.031778383;0.03175558;0.023399809;0.020363499;0.031236391;0.030716611;0.024319608;0.02014563;0.030762542;0.029891398;0.024711678;0.020771454;0.031484129;0.032086169;0.023624471;0.021521025;0.033511278;0.033131465;0.026083221;0.0244126;0.115507938;0.042078052;0.025697402;0.020239875;0.030244677;0.031512212;0.022686114;0.019717255;-4.68046;-4.24907;10.009;3.97425
S11;Square left;0.024136032;0.040701832;0.031402768;0.028544388;0.027118233;0.041070414;0.030500749;0.031711929;0.026087126;0.038794475;0.025907472;0.025707556;0.024683189;0.039347921;0.0355786;0.036502159;0.024440952;0.036626101;0.037509599;0.031226182;0.026574352;0.039110902;0.02909897;0.025775598;0.022949527;0.036522901;0.038215428;0.027320256;-2.82097;-0.053654;2.15691;7.41352
S13;Square left;0.029972203;0.03030725;0.034057035;0.046043029;0.023707911;0.027397496;0.031579491;0.047065544;0.028586975;0.027589097;0.03116933;0.048830145;0.022959307;0.027370019;0.038314878;0.047336882;0.022011506;0.026244767;0.031250033;0.044356411;0.020601654;0.023496293;0.0196694;0.040352334;0.0205767;0.023900976;0.026529721;0.041314292;-3.17196;7.53445;1.68223;0.205525
S14;Square left;0.037211059;0.033683914;0.024164501;0.029235101;0.036152995;0.033440691;0.029557333;0.03852669;0.03583981;0.036285566;0.029867972;0.047674147;0.036179299;0.035836561;0.022568382;0.028725171;0.035508877;0.035613776;0.023342751;0.030440623;0.03295279;0.030733045;0.024442866;0.023918064;0.031723501;0.033317348;0.022074374;0.021974919;-4.48694;0.80758;7.77751;4.60045
S15;Square left;0.010759497;0.034226652;0.049491308;0.018605144;0.011851005;0.034407734;0.054899736;0.02003388;0.011899198;0.037298749;0.067648241;0.020376566;0.011347638;0.035935259;0.05273068;0.018959977;0.012164292;0.039924935;0.074640314;0.021479312;0.009737471;0.031744793;0.056473458;0.017413468;0.009323438;0.031535707;0.050580191;0.016760444;2.74178;-5.19303;-5.57227;5.0732
S16;Square left;0.025789584;0.045396388;0.022595554;0.027850114;0.024221203;0.043965616;0.022168514;0.030396224;0.025336733;0.040542985;0.022521911;0.030703956;0.02906577;0.046160733;0.022059296;0.028028249;0.031847957;0.044218606;0.021822502;0.03798368;0.023162388;0.034230427;0.019593544;0.021832307;0.02519148;0.039990205;0.019047922;0.022291233;-5.29624;-0.682971;3.02094;9.26219
S18;Square left;0.032034312;0.035521659;0.026191825;0.027187261;0.031298113;0.035950929;0.027903191;0.028581567;0.0324624;0.036721728;0.029971801;0.029910006;0.029174125;0.036414581;0.025307279;0.026052039;0.02887058;0.038384436;0.029388429;0.027227511;0.027257578;0.032014303;0.027407833;0.028736059;0.025486872;0.033422473;0.025717837;0.026073589;-4.0053;-0.96454;4.66909;5.38312
S20;Square left;0.052244455;0.037757832;0.016446415;0.0241898;0.051028741;0.036672723;0.015135723;0.024613648;0.061607621;0.03798063;0.015077795;0.028245906;0.045805152;0.036656051;0.014388334;0.02639604;0.052255144;0.038107134;0.01554829;0.042466001;0.037760675;0.027973802;0.013599658;0.017826304;0.035909283;0.027893463;0.011862195;0.016223676;-6.8309;-2.10751;15.0457;4.89423
S21;Square left;0.037542311;0.043867698;0.020113878;0.017164311;0.039123686;0.045963578;0.021585146;0.019574045;0.039575274;0.047802367;0.024345147;0.021558952;0.035844624;0.043534591;0.018946967;0.015935897;0.03260745;0.041739186;0.016248878;0.014600534;0.029860707;0.038520755;0.016697054;0.014858929;0.030193416;0.037270172;0.016071791;0.014009701;-5.80127;-6.27932;7.76962;9.58576
S22;Square left;0.025257626;0.024541069;0.013477761;0.057932558;0.025037111;0.024543066;0.013581232;0.058313553;0.02535967;0.023268377;0.011835973;0.057155988;0.024098213;0.024569566;0.013476605;0.056444276;0.021584221;0.024046917;0.011507271;0.053294814;0.028266327;0.027644836;0.014238094;0.056984947;0.019204035;0.022227421;0.014777615;0.056209276;-7.15285;13.2599;1.48448;-1.08211
S23;Square left;0.02499401;0.031614197;0.034069423;0.039477404;0.023637696;0.031815689;0.032868406;0.037447071;0.023197594;0.029312615;0.03238341;0.035470471;0.024263384;0.03224952;0.03757201;0.046919189;0.026334214;0.030408022;0.039213253;0.043094363;0.021923753;0.029797032;0.030578693;0.028862259;0.025924152;0.032303959;0.034800832;0.034147944;-2.37108;4.02183;1.87563;2.8525
S24;Square left;0.024410178;0.053421683;0.023683207;0.017986628;0.024447949;0.053349772;0.022102393;0.021295883;0.026142365;0.062618383;0.022527384;0.021234328;0.024150723;0.060366799;0.026224963;0.01797479;0.026172436;0.073347774;0.028462596;0.01946996;0.02253407;0.045974649;0.022065756;0.01905286;0.025047578;0.06460409;0.033213225;0.019640986;-4.46479;-4.96231;2.04223;19.1697
2S1;Resting Open;0.019572718;0.02259626;0.015029844;0.038346311;0.021710677;0.02401542;0.015834651;0.043255094;0.024777;0.022476813;0.015513963;0.047974139;0.019062486;0.01873156;0.014929812;0.041725606;0.020000897;0.016331431;0.015716479;0.052161674;0.028357367;0.032484527;0.018658288;0.051012134;0.027796415;0.029842598;0.019741887;0.054154546;-6.47696;8.37983;0.899207;-1.34673
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;-0.807193;1.84566;-2.58443;5.65947
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-3.23761;-3.37098;-3.42931;8.16899
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.72102;-3.11221;8.38405;3.00157
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;1.01558;-1.63096;-2.28057;-4.64239
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-0.996139;7.15246;-4.56234;-1.74011
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-5.84309;-0.715383;9.69515;-0.321963
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-2.41656;2.29906;-2.9114;3.02067
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-1.78412;9.27669;-4.50897;-5.33461
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;12.0318;-8.69572;-8.70609;-9.47622
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.34033;-0.729178;6.50465;-0.60077
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-3.32926;2.80372;-1.33298;-3.00177
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-2.74148;3.69476;4.0711;0.442071
2S1;Resting;0.0095048;0.013388345;0.023730115;0.052762467;0.010618192;0.014375138;0.028734727;0.058661413;0.012375611;0.017174891;0.028170596;0.065208764;0.008709237;0.012615887;0.023903141;0.054926087;0.007770837;0.014546873;0.02646135;0.069053086;0.013880204;0.018647268;0.034106151;0.072577332;0.013125448;0.017654987;0.030958361;0.075909372;-3.93728;16.8008;-5.77907;-6.29257
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;4.58269;0.361911;-6.09558;-0.861124
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;7.39483;-4.18501;-7.77527;-7.81125
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;5.29471;-5.45039;-0.850334;-4.67822
