;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
2S4;Form right;0.032946204;0.0285923;0.017533532;0.033187241;0.041042576;0.032513326;0.0195751;0.035472276;0.047004595;0.042342801;0.022846325;0.04422061;0.02485338;0.024567786;0.014579279;0.034589071;0.018820222;0.018435665;0.011857871;0.030629895;0.045047473;0.030217036;0.017869227;0.029906291;0.030517636;0.022984741;0.014264637;0.026625719;-5.49322;1.01385;5.838;1.18896
2S5;Form right;0.021376148;0.01889164;0.013953876;0.034799174;0.023517426;0.021914337;0.015290475;0.036302183;0.018270048;0.02059749;0.016354556;0.040312808;0.022013264;0.02027724;0.016371188;0.034758394;0.016799753;0.021731619;0.022578766;0.046148339;0.019095933;0.021965709;0.016110271;0.037209435;0.039213319;0.02201486;0.015262518;0.031317649;-5.65199;2.68741;0.0873881;-3.60021
2S6;Form right;0.013836029;0.018250241;0.026157419;0.062112602;0.01396507;0.018030644;0.02682163;0.064015595;0.01331126;0.017469824;0.026092788;0.058525864;0.016203577;0.019765682;0.025889013;0.055350808;0.010966773;0.019225602;0.02553859;0.048572238;0.015433468;0.018930412;0.033646091;0.068480841;0.013108965;0.018536023;0.031915804;0.063085925;-2.89458;13.7292;-4.92321;-5.2074
2S7;Form right;0.015586706;0.013715004;0.020700974;0.051684153;0.014916487;0.014493634;0.015990899;0.047599873;0.015329778;0.015015918;0.018082072;0.056048181;0.015376332;0.012748974;0.030933903;0.077737147;0.014383274;0.01286872;0.019945768;0.098379405;0.017730714;0.014748598;0.014803756;0.036920283;0.018038823;0.013696842;0.01580595;0.035050269;-4.78243;11.7834;-3.80505;-8.26261
2S8;Form right;0.020730457;0.027750722;0.025900833;0.033546682;0.023542991;0.027115425;0.027066557;0.036001094;0.022654404;0.031851126;0.030438167;0.04120218;0.020008234;0.024707222;0.025018352;0.032189434;0.019175079;0.025844817;0.025706603;0.035041134;0.026487875;0.035199691;0.031092013;0.036545259;0.024853044;0.034116237;0.030527791;0.03225906;-2.90771;1.84668;-0.332778;1.95958
2S9;Form right;0.026534656;0.020960302;0.013940915;0.032662706;0.02795441;0.022842622;0.015071867;0.037991387;0.028687213;0.024745953;0.016007154;0.042560091;0.02431232;0.020940628;0.01428979;0.032147853;0.021736659;0.019475356;0.011772673;0.032089003;0.031873065;0.027588452;0.018953694;0.047615987;0.028703076;0.024674064;0.018071883;0.036376244;-5.92302;2.88607;2.10064;-2.29168
2S10;Form right;0.012141385;0.016287314;0.026586446;0.034210311;0.013179131;0.016853285;0.028719173;0.031947574;0.015876866;0.018329155;0.031465651;0.03251241;0.012656151;0.016041856;0.030306029;0.034979817;0.014972353;0.01759433;0.03210245;0.034060545;0.02433573;0.026719799;0.044852863;0.032200213;0.026192388;0.027479176;0.050397173;0.032317047;-1.42638;0.942915;-3.17403;-4.24745
2S11;Form right;0.019276194;0.025412397;0.013385836;0.025439192;0.023071913;0.026694476;0.014832109;0.028808167;0.023666871;0.027293527;0.0161988;0.02998916;0.018104899;0.024057098;0.014242219;0.025137394;0.022492064;0.027957653;0.018790909;0.040415313;0.032303024;0.036603693;0.017002622;0.031057442;0.032779323;0.029833277;0.018960012;0.032313844;-5.77396;-0.499573;0.766402;1.0869
2S12;Form right;0.015997531;0.018062471;0.022899836;0.044634163;0.015891033;0.018510996;0.025042292;0.042321759;0.018409482;0.018485818;0.027569083;0.038675537;0.015111768;0.01794507;0.024734949;0.05020678;0.012002434;0.016728756;0.019791433;0.038032917;0.02663239;0.025894197;0.031074175;0.036106176;0.02478125;0.024539696;0.025157649;0.033759806;-3.55283;4.43175;-2.47852;-4.20052
2S13;Form right;0.024457255;0.030338573;0.017119203;0.038727498;0.028212089;0.033552339;0.02160156;0.045176373;0.029021458;0.034101194;0.021913705;0.047014553;0.022920306;0.027156095;0.018693941;0.041311656;0.023290751;0.027641653;0.024085946;0.0535671;0.031523254;0.033811199;0.020387604;0.039577171;0.027499348;0.029275227;0.019194588;0.03835367;-4.7172;5.49597;1.86869;2.73809
