;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S3;Acuity;0.053895583;0.031686995;0.02049067;0.024714713;0.049459743;0.030803517;0.020253018;0.026670342;0.055244022;0.029958445;0.017080439;0.024913728;0.054589202;0.034497365;0.019086125;0.024260829;0.050875722;0.028602026;0.019639591;0.023931289;0.046108518;0.031067008;0.01990033;0.02416266;0.046381299;0.027180223;0.017538746;0.022796239;-5.98976;-2.50819;16.7703;0.801587
S5;Acuity;0.018971921;0.031337111;0.057218641;0.028744372;0.021584809;0.027841666;0.065344567;0.029224154;0.017078459;0.017495996;0.073721074;0.028093463;0.020781671;0.034989193;0.05313254;0.028745681;0.021632902;0.02974754;0.049889237;0.028411589;0.018849155;0.021254398;0.061625608;0.02561662;0.016195904;0.022623279;0.042474357;0.02432687;3.23665;-0.86722;-0.749572;-1.17751
S6;Acuity;0.025921763;0.039993287;0.023911683;0.033861533;0.029426943;0.040595906;0.024765995;0.035961359;0.032849521;0.04053485;0.027673287;0.037500994;0.029893505;0.042194934;0.023147613;0.03082754;0.028235607;0.037081448;0.024244112;0.02851825;0.028848311;0.033947775;0.02221572;0.030895528;0.022891256;0.031134417;0.021214573;0.02699306;-4.88411;1.50676;4.15293;4.45934
S7;Acuity;0.03025269;0.056655511;0.019301457;0.021975366;0.031965098;0.060687301;0.021656029;0.025139312;0.030319418;0.060753801;0.02176959;0.026100772;0.035638242;0.058227019;0.018298558;0.019920176;0.031664892;0.047982732;0.017099623;0.018030342;0.043299679;0.056549207;0.01758494;0.020114045;0.024261452;0.042084586;0.015661589;0.016306703;-6.06924;-4.34168;6.14409;12.6637
S10;Acuity;0.024145467;0.045714855;0.022774281;0.024173462;0.0238279;0.040335453;0.019944561;0.022056612;0.023583841;0.03897944;0.019239246;0.021519248;0.024874095;0.046853092;0.02410155;0.02441128;0.024877903;0.046090521;0.025491147;0.025721395;0.106569265;0.052896805;0.020917596;0.021383464;0.023738603;0.039472274;0.022264234;0.020059684;-5.31721;-3.43459;6.16643;7.57058
S11;Acuity;0.019474174;0.046501735;0.033204467;0.03431373;0.019205456;0.04332979;0.029799117;0.031303409;0.01931193;0.040545028;0.025256982;0.026670656;0.018587812;0.045128108;0.034923826;0.03851694;0.019350471;0.043118366;0.036401092;0.037465252;0.018968861;0.039079745;0.033345263;0.027651991;0.020159601;0.040321262;0.038304893;0.033894335;-2.74479;1.94859;-0.756251;6.77192
S13;Acuity;0.038006154;0.056096331;0.023071012;0.039847195;0.031032572;0.048765647;0.020835823;0.037480416;0.027601013;0.041330409;0.017270782;0.036445892;0.02950689;0.045741129;0.021202916;0.037056981;0.023188435;0.037456755;0.018467829;0.034914142;0.021935262;0.031233236;0.015509423;0.030458649;0.022902412;0.034864936;0.018037668;0.032589323;-5.90616;3.38502;4.00779;6.52294
S14;Acuity;0.027682736;0.026500524;0.044346784;0.02654431;0.023467352;0.022456378;0.041962681;0.028759084;0.027431055;0.024497032;0.043258231;0.063220227;0.032839128;0.025932055;0.045106379;0.02580697;0.022835031;0.025685922;0.044777246;0.026638526;0.024540305;0.026417167;0.046185823;0.027009083;0.02413124;0.022396382;0.04308702;0.024522813;-0.0794968;0.977261;3.04445;-2.01526
S16;Acuity;0.028813143;0.049399621;0.03426465;0.032422114;0.033994502;0.046171931;0.037061864;0.03744171;0.030275464;0.038707831;0.034382327;0.031836429;0.023254124;0.040479242;0.029672394;0.029866879;0.023424717;0.040724642;0.025988462;0.030332684;0.021088233;0.029430664;0.030511839;0.02356033;0.023480636;0.032966294;0.026679934;0.023362701;-3.02642;0.328081;3.24031;5.33147
S18;Acuity;0.014151011;0.039472873;0.023218345;0.048809971;0.014451702;0.040248898;0.022624942;0.049396296;0.013983004;0.041118448;0.024280173;0.049610756;0.014008342;0.037899564;0.022251876;0.046717569;0.013937119;0.035849163;0.023343558;0.04582683;0.013783991;0.037966159;0.026998036;0.051591019;0.011773464;0.03418588;0.026403867;0.048456006;-4.88173;10.3274;-3.84306;4.53779
S19;Acuity;0.023352413;0.06336806;0.030635612;0.022072476;0.022277756;0.055491595;0.033391464;0.021492784;0.020066904;0.047055057;0.03547883;0.026495357;0.021931924;0.059397524;0.027944004;0.020831161;0.022358851;0.046778475;0.030403185;0.020256232;0.021708121;0.049574117;0.040326187;0.024162151;0.018769748;0.05497531;0.030594972;0.01887304;-2.85946;-3.85892;0.423856;12.2811
S20;Acuity;0.035078207;0.063844649;0.030925991;0.029814538;0.032822855;0.053171598;0.03071016;0.028506372;0.034118291;0.036095067;0.028948171;0.024341976;0.034269578;0.054029605;0.027259457;0.024465635;0.03044351;0.038416796;0.023051799;0.01751743;0.027472214;0.036771519;0.027379083;0.022787978;0.028823909;0.044063908;0.025364702;0.020713174;-3.89659;-2.6559;6.26459;8.69398
S22;Acuity;0.034520735;0.053960249;0.022019949;0.032953822;0.032159159;0.045094557;0.018502373;0.032429677;0.028578101;0.029431285;0.014108307;0.029797736;0.033819059;0.05191915;0.021198244;0.031750423;0.032992731;0.035088875;0.016996521;0.02929233;0.028384212;0.036768103;0.015054579;0.031652198;0.031680935;0.049191538;0.019978407;0.032453746;-6.14345;1.24639;6.18813;7.00438
S24;Acuity;0.022568673;0.035477307;0.04112464;0.02621907;0.021967565;0.0352876;0.038101848;0.028138973;0.02604232;0.037145139;0.034123348;0.028132009;0.022543822;0.03623829;0.037600877;0.025681496;0.021487776;0.043415793;0.035886508;0.026083783;0.018109567;0.03271884;0.042467998;0.028481945;0.023525008;0.049703977;0.049345598;0.030871523;-1.1289;-0.838544;1.02633;4.94568
2S1;Resting Open;0.019572718;0.02259626;0.015029844;0.038346311;0.021710677;0.02401542;0.015834651;0.043255094;0.024777;0.022476813;0.015513963;0.047974139;0.019062486;0.01873156;0.014929812;0.041725606;0.020000897;0.016331431;0.015716479;0.052161674;0.028357367;0.032484527;0.018658288;0.051012134;0.027796415;0.029842598;0.019741887;0.054154546;-6.71093;9.2782;1.14612;-2.54466
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;-0.691199;2.15051;-2.3173;3.4569
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-3.28421;-3.4489;-3.19328;5.35096
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.779;-3.22123;8.63968;0.984953
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;1.15022;-1.57841;-2.00601;-5.25345
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-0.942934;7.99934;-4.33203;-2.81054
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-6.01184;-0.615628;9.84507;-1.67661
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-2.3855;2.69989;-2.64723;1.15451
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-1.75847;10.2628;-4.26393;-5.85868
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;12.8158;-9.22563;-8.42321;-9.29026
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.62778;-0.614611;6.71305;-1.8625
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-3.36533;3.26501;-1.10788;-3.84175
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-2.75023;4.2212;4.3056;-0.979017
2S1;Resting;0.0095048;0.013388345;0.023730115;0.052762467;0.010618192;0.014375138;0.028734727;0.058661413;0.012375611;0.017174891;0.028170596;0.065208764;0.008709237;0.012615887;0.023903141;0.054926087;0.007770837;0.014546873;0.02646135;0.069053086;0.013880204;0.018647268;0.034106151;0.072577332;0.013125448;0.017654987;0.030958361;0.075909372;-4.01969;18.3995;-5.50295;-6.60339
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;4.97544;0.569885;-5.82584;-2.05738
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;8.00559;-4.33804;-7.50577;-7.94391
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;5.69509;-5.75102;-0.540352;-5.29296
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;12.3673;-6.32773;-8.48951;-10.4707
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;1.76562;5.23858;-3.48036;-3.33232
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;-1.13694;8.48027;-0.757844;-4.42264
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;8.41891;-5.25303;-7.26935;-4.70394
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;5.96622;4.003;-7.73364;-8.30397
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;13.3604;-9.5139;-8.46878;-10.0725
