;Subject;Test;FCz Oz;FCz O1;FCz PO8;FCz O2;FCz PO7;FCz PO3;FCz PO4;Oz O1;Oz PO8;Oz O2;Oz PO7;Oz PO3;Oz PO4;O1 PO8;O1 O2;O1 PO7;O1 PO3;O1 PO4;O2 PO8;PO7 PO8;PO3 PO8;PO4 PO8;O2 PO7;O2 PO3;O2 PO4;PO7 PO3;PO7 PO4;PO3 PO4
0;2S1;Resting Open;0.097524381;0.0963991;0.088897224;0.089147287;0.075643911;0.103775944;0.092148037;0.506501625;0.290697674;0.486871718;0.238059515;0.446736684;0.400725181;0.488497124;0.298324581;0.170917729;0.588647162;0.255938985;0.195548887;0.134908727;0.388972243;0.162415604;0.45923981;0.268442111;0.546886722;0.155163791;0.353088272;0.269317329
0;2S3;Resting Open;0.067141785;0.071017754;0.068142036;0.072393098;0.068767192;0.070267567;0.08252063;0.47711928;0.360215054;0.396349087;0.29419855;0.228932233;0.3012003;0.500750188;0.342710678;0.253063266;0.266691673;0.248437109;0.262565641;0.200425106;0.247436859;0.207426857;0.409352338;0.199674919;0.355213803;0.16304076;0.314828707;0.199049762
0;2S4;Resting Open;0.075268817;0.080020005;0.083770943;0.076644161;0.068017004;0.095648912;0.077019255;0.214428607;0.230807702;0.191922981;0.13215804;0.238309577;0.151537884;0.344461115;0.184296074;0.12528132;0.318454614;0.155413853;0.185171293;0.119404851;0.398349587;0.146661665;0.252313078;0.208052013;0.304951238;0.129407352;0.251312828;0.182670668
0;2S5;Resting Open;0.083895974;0.085146287;0.078269567;0.071267817;0.071142786;0.109152288;0.096024006;0.415353838;0.254313578;0.400475119;0.19579895;0.311202801;0.368217054;0.345211303;0.280070018;0.158789697;0.331957989;0.268942236;0.171167792;0.130532633;0.245936484;0.154538635;0.346211553;0.199299825;0.39659915;0.128157039;0.256564141;0.314453613
0;2S6;Resting Open;0.069392348;0.071142786;0.069267317;0.060140035;0.059014754;0.080270068;0.071142786;0.632908227;0.337834459;0.326331583;0.273693423;0.405476369;0.35383846;0.480370093;0.236309077;0.216179045;0.442735684;0.273943486;0.146661665;0.173168292;0.336084021;0.182295574;0.286446612;0.17591898;0.245311328;0.201925481;0.434483621;0.335083771
0;2S7;Resting Open;0.073643411;0.075018755;0.073643411;0.064391098;0.075268817;0.079269817;0.088397099;0.425731433;0.375218805;0.301450363;0.254688672;0.351337834;0.279694924;0.420105026;0.278569642;0.215553888;0.327331833;0.240810203;0.227306827;0.192048012;0.292948237;0.207176794;0.288322081;0.241185296;0.259689922;0.209302326;0.252813203;0.27831958
0;2S8;Resting Open;0.067266817;0.065766442;0.069642411;0.067266817;0.069267317;0.070642661;0.076019005;0.586021505;0.379219805;0.515128782;0.293573393;0.481495374;0.430482621;0.532133033;0.370842711;0.222555639;0.548262066;0.317329332;0.263940985;0.18292073;0.429982496;0.228307077;0.376469117;0.322705676;0.408227057;0.212553138;0.306076519;0.390347587
0;2S9;Resting Open;0.067016754;0.068392098;0.068642161;0.059514879;0.063390848;0.071642911;0.069642411;0.485246312;0.32008002;0.331582896;0.198174544;0.403225806;0.305326332;0.527131783;0.220430108;0.150912728;0.504876219;0.204176044;0.159289822;0.11827957;0.427856964;0.146286572;0.308702176;0.208927232;0.426856714;0.138284571;0.293823456;0.220805201
0;2S10;Resting Open;0.07251813;0.067516879;0.069767442;0.071767942;0.069267317;0.086896724;0.093148287;0.489997499;0.314953738;0.388847212;0.213303326;0.33395849;0.244686172;0.541010253;0.232058015;0.150787697;0.363965991;0.174793698;0.180170043;0.127781945;0.34196049;0.142285571;0.440485121;0.22568142;0.324206052;0.149037259;0.258939735;0.267941985
0;2S11;Resting Open;0.071767942;0.073893473;0.070142536;0.068642161;0.070142536;0.08052013;0.093023256;0.521755439;0.379594899;0.495498875;0.239309827;0.433233308;0.250312578;0.493123281;0.355463866;0.180170043;0.430482621;0.212428107;0.250437609;0.145911478;0.354588647;0.167291823;0.355713928;0.319329832;0.296449112;0.183670918;0.228182046;0.280445111
0;2S12;Resting Open;0.068767192;0.058889722;0.059264816;0.073143286;0.056264066;0.082020505;0.085396349;0.500250063;0.279694924;0.440860215;0.197049262;0.348837209;0.296949237;0.38572143;0.302575644;0.164791198;0.363090773;0.232308077;0.200425106;0.146411603;0.270567642;0.16204051;0.263565891;0.246186547;0.318704676;0.151912978;0.194673668;0.341460365
0;2S13;Resting Open;0.07951988;0.082645661;0.085646412;0.072393098;0.067766942;0.089022256;0.08352088;0.472993248;0.276194049;0.472368092;0.192923231;0.438609652;0.433233308;0.472993248;0.267066767;0.143785946;0.70180045;0.270692673;0.168917229;0.106276569;0.430357589;0.16404101;0.35283821;0.249562391;0.568142036;0.138534634;0.301700425;0.282820705
0;2S1;Resting;0.077644411;0.075768942;0.074143536;0.069642411;0.055888972;0.083770943;0.084396099;0.465741435;0.25243811;0.455738935;0.216929232;0.391222806;0.363590898;0.407851963;0.27731933;0.147411853;0.563140785;0.235433858;0.169292323;0.107901975;0.356589147;0.155913978;0.418854714;0.23955989;0.519754939;0.13315829;0.322455614;0.243060765
0;2S3;Resting;0.075643911;0.086021505;0.088397099;0.080145036;0.083395849;0.078769692;0.073643411;0.41847962;0.321705426;0.358589647;0.232683171;0.254063516;0.234933733;0.490497624;0.300950238;0.192173043;0.301575394;0.203925981;0.238059515;0.173293323;0.312578145;0.172168042;0.399349837;0.18692173;0.303325831;0.13615904;0.236809202;0.204301075
0;2S4;Resting;0.069267317;0.067391848;0.067266817;0.066266567;0.06464116;0.069392348;0.067391848;0.326581645;0.266191548;0.257814454;0.134408602;0.317829457;0.222930733;0.428982246;0.226431608;0.131407852;0.402350588;0.184796199;0.1987997;0.127531883;0.375843961;0.167291823;0.302450613;0.21667917;0.460990248;0.124531133;0.269067267;0.215803951
0;2S5;Resting;0.093898475;0.090397599;0.0963991;0.091272818;0.088022006;0.10140035;0.088022006;0.500500125;0.278194549;0.459989997;0.236684171;0.359339835;0.429857464;0.460865216;0.294948737;0.191422856;0.444236059;0.290572643;0.200175044;0.156914229;0.326206552;0.182170543;0.429482371;0.215053763;0.468867217;0.145536384;0.284196049;0.292698175
0;2S6;Resting;0.071142786;0.074893723;0.068267067;0.065141285;0.064766192;0.087646912;0.074768692;0.643410853;0.311577894;0.356964241;0.238184546;0.480995249;0.370092523;0.468242061;0.252313078;0.18492123;0.525131283;0.260065016;0.162415604;0.130907727;0.340710178;0.157289322;0.332833208;0.208802201;0.343210803;0.164791198;0.400100025;0.303950988
0;2S7;Resting;0.064891223;0.068267067;0.068017004;0.061890473;0.055513878;0.07951988;0.064516129;0.225806452;0.176044011;0.34196049;0.232183046;0.252813203;0.318954739;0.403350838;0.13315829;0.134658665;0.347211803;0.164666167;0.11327832;0.110027507;0.307326832;0.142285571;0.260065016;0.155663916;0.31207802;0.143410853;0.286196549;0.228182046
0;2S8;Resting;0.048512128;0.051262816;0.058014504;0.053888472;0.060140035;0.053513378;0.055513878;0.588147037;0.344211053;0.532133033;0.332083021;0.461740435;0.410977744;0.542135534;0.356339085;0.231307827;0.537134284;0.282820705;0.243685921;0.179419855;0.371092773;0.187421855;0.508877219;0.284196049;0.426731683;0.205926482;0.376469117;0.335708927
0;2S9;Resting;0.06164041;0.063015754;0.065016254;0.061015254;0.069142286;0.067516879;0.066516629;0.434483621;0.21467867;0.307951988;0.118154539;0.338084521;0.259314829;0.446861715;0.166916729;0.090772693;0.418104526;0.149537384;0.110027507;0.084646162;0.293323331;0.100150038;0.239309827;0.149037259;0.473618405;0.081270318;0.205301325;0.163915979
