;Subject;Test;FCz Oz;FCz O1;FCz PO8;FCz O2;FCz PO7;FCz PO3;FCz PO4;Oz O1;Oz PO8;Oz O2;Oz PO7;Oz PO3;Oz PO4;O1 PO8;O1 O2;O1 PO7;O1 PO3;O1 PO4;O2 PO8;PO7 PO8;PO3 PO8;PO4 PO8;O2 PO7;O2 PO3;O2 PO4;PO7 PO3;PO7 PO4;PO3 PO4;SCORE_1;SCORE_2;SCORE_3;SCORE_4;SCORE_5
0;2S11;Resting open;0.083395849;0.086271568;0.087021755;0.080145036;0.080020005;0.099649912;0.113903476;0.517379345;0.393848462;0.495623906;0.246061515;0.404351088;0.242060515;0.522630658;0.367341835;0.199049762;0.441235309;0.216804201;0.278194549;0.16704176;0.39659915;0.172793198;0.4056014;0.302450613;0.290322581;0.18792198;0.247811953;0.277694424;-3.83403;-3.70075;-4.37653;-0.97388;-1.27893
0;2S12;Resting open;0.072018005;0.06364091;0.064891223;0.068392098;0.07351838;0.066891723;0.065391348;0.494498625;0.296824206;0.442860715;0.235433858;0.405726432;0.306451613;0.44636159;0.308827207;0.190172543;0.463115779;0.215303826;0.209927482;0.151162791;0.330332583;0.154913728;0.365341335;0.274443611;0.388472118;0.185796449;0.269567392;0.276069017;-8.16774;-9.39947;-4.77084;-3.93548;-2.1498
0;2S13;Resting open;0.072893223;0.070517629;0.071767942;0.070892723;0.069767442;0.082270568;0.087271818;0.406101525;0.210927732;0.442985746;0.151412853;0.395223806;0.407101775;0.441985496;0.257314329;0.13415854;0.688297074;0.250937734;0.15503876;0.107276819;0.389347337;0.147911978;0.289197299;0.248187047;0.555888972;0.131782946;0.244186047;0.273693423;-11.11;-9.59058;-2.59959;-4.32086;-0.0981574
0;2S1;Resting;0.077644411;0.075768942;0.074143536;0.069642411;0.055888972;0.083770943;0.084396099;0.465741435;0.25243811;0.455738935;0.216929232;0.391222806;0.363590898;0.407851963;0.27731933;0.147411853;0.563140785;0.235433858;0.169292323;0.107901975;0.356589147;0.155913978;0.418854714;0.23955989;0.519754939;0.13315829;0.322455614;0.243060765;-9.55649;-8.77051;-2.837;-4.28846;-0.967637
0;2S2;Resting;0.066266567;0.068517129;0.062265566;0.066266567;0.058389597;0.066391598;0.065891473;0.316579145;0.208177044;0.265566392;0.140285071;0.246436609;0.249937484;0.458864716;0.188797199;0.113778445;0.484246062;0.182170543;0.136034009;0.095523881;0.346336584;0.131907977;0.267191798;0.163290823;0.415853963;0.102150538;0.209677419;0.179794949;-19.4503;-15.5587;-8.75032;-7.55242;-5.91804
0;2S3;Resting;0.075643911;0.086021505;0.088397099;0.080145036;0.083395849;0.078769692;0.073643411;0.41847962;0.321705426;0.358589647;0.232683171;0.254063516;0.234933733;0.490497624;0.300950238;0.192173043;0.301575394;0.203925981;0.238059515;0.173293323;0.312578145;0.172168042;0.399349837;0.18692173;0.303325831;0.13615904;0.236809202;0.204301075;-11.164;-8.80192;-7.20507;-4.37954;-6.06581
0;2S4;Resting;0.069267317;0.067391848;0.067266817;0.066266567;0.06464116;0.069392348;0.067391848;0.326581645;0.266191548;0.257814454;0.134408602;0.317829457;0.222930733;0.428982246;0.226431608;0.131407852;0.402350588;0.184796199;0.1987997;0.127531883;0.375843961;0.167291823;0.302450613;0.21667917;0.460990248;0.124531133;0.269067267;0.215803951;-15.4278;-13.0089;-7.50167;-5.90625;-5.06766
0;2S5;Resting;0.093898475;0.090397599;0.0963991;0.091272818;0.088022006;0.10140035;0.088022006;0.500500125;0.278194549;0.459989997;0.236684171;0.359339835;0.429857464;0.460865216;0.294948737;0.191422856;0.444236059;0.290572643;0.200175044;0.156914229;0.326206552;0.182170543;0.429482371;0.215053763;0.468867217;0.145536384;0.284196049;0.292698175;-5.81807;-4.15499;-1.51177;-2.72908;-1.74263
0;2S6;Resting;0.071142786;0.074893723;0.068267067;0.065141285;0.064766192;0.087646912;0.074768692;0.643410853;0.311577894;0.356964241;0.238184546;0.480995249;0.370092523;0.468242061;0.252313078;0.18492123;0.525131283;0.260065016;0.162415604;0.130907727;0.340710178;0.157289322;0.332833208;0.208802201;0.343210803;0.164791198;0.400100025;0.303950988;-6.89404;-8.38297;-3.55466;-3.41939;-0.648837
0;2S7;Resting;0.064891223;0.068267067;0.068017004;0.061890473;0.055513878;0.07951988;0.064516129;0.225806452;0.176044011;0.34196049;0.232183046;0.252813203;0.318954739;0.403350838;0.13315829;0.134658665;0.347211803;0.164666167;0.11327832;0.110027507;0.307326832;0.142285571;0.260065016;0.155663916;0.31207802;0.143410853;0.286196549;0.228182046;-18.452;-14.3939;-8.52193;-8.4738;-7.47119
0;2S8;Resting;0.048512128;0.051262816;0.058014504;0.053888472;0.060140035;0.053513378;0.055513878;0.588147037;0.344211053;0.532133033;0.332083021;0.461740435;0.410977744;0.542135534;0.356339085;0.231307827;0.537134284;0.282820705;0.243685921;0.179419855;0.371092773;0.187421855;0.508877219;0.284196049;0.426731683;0.205926482;0.376469117;0.335708927;-1.03496;-7.27761;-0.344472;-0.421949;1.08014
0;2S9;Resting;0.06164041;0.063015754;0.065016254;0.061015254;0.069142286;0.067516879;0.066516629;0.434483621;0.21467867;0.307951988;0.118154539;0.338084521;0.259314829;0.446861715;0.166916729;0.090772693;0.418104526;0.149537384;0.110027507;0.084646162;0.293323331;0.100150038;0.239309827;0.149037259;0.473618405;0.081270318;0.205301325;0.163915979;-20.2364;-16.3191;-9.1211;-8.36581;-5.66689
0;2S10;Resting;0.068267067;0.070017504;0.070517629;0.070142536;0.063140785;0.075143786;0.093023256;0.528132033;0.33895974;0.441485371;0.233183296;0.414103526;0.251062766;0.574018505;0.267566892;0.166916729;0.401975494;0.178169542;0.205176294;0.151537884;0.318204551;0.141660415;0.489997499;0.26744186;0.353713428;0.161290323;0.259189797;0.302075519;-7.67741;-8.43851;-5.4551;-2.93553;-2.328
0;2S11;Resting;0.067141785;0.069267317;0.070892723;0.067016754;0.056264066;0.082020505;0.089147287;0.502750688;0.404976244;0.482995749;0.227556889;0.401725431;0.236184046;0.491997999;0.344836209;0.181295324;0.418354589;0.209427357;0.282195549;0.148787197;0.374843711;0.15703926;0.357589397;0.285696424;0.281195299;0.170292573;0.229557389;0.250562641;-7.12244;-8.04145;-6.08409;-2.48973;-2.48883
0;2S12;Resting;0.08052013;0.078894724;0.082645661;0.070017504;0.08152038;0.07551888;0.069767442;0.513253313;0.268692173;0.441485371;0.222930733;0.416104026;0.297324331;0.464741185;0.275818955;0.158664666;0.512253063;0.206301575;0.173418355;0.120405101;0.32208052;0.134533633;0.408727182;0.249687422;0.456864216;0.153163291;0.326831708;0.262190548;-9.07791;-8.74466;-4.06542;-4.14404;-1.38853
0;2S13;Resting;0.059514879;0.056014004;0.061390348;0.055513878;0.050012503;0.062390598;0.056514129;0.365466367;0.181420355;0.390972743;0.109152288;0.348087022;0.360590148;0.409602401;0.195548887;0.096774194;0.732683171;0.208177044;0.118529632;0.084021005;0.383095774;0.123530883;0.232183046;0.18292073;0.552138035;0.091272818;0.198049512;0.218554639;-17.8532;-15.8059;-5.54066;-6.90657;-1.87088
0;2S1;Contrast left;0.066775688;0.06582175;0.060915781;0.05519215;0.059689289;0.07863178;0.060779504;0.442627419;0.18860725;0.416871082;0.205778141;0.407467975;0.32774598;0.283728536;0.224993186;0.136140638;0.468383756;0.208639956;0.141591714;0.110793132;0.250204415;0.129735623;0.402698283;0.218724448;0.450258926;0.128781684;0.286181521;0.240937585;-13.8619;-12.8022;-5.91996;-7.91807;-3.63182
0;2S2;Contrast left;0.057781412;0.064867811;0.06582175;0.059280458;0.069228673;0.067865904;0.066230581;0.378849823;0.238620878;0.287135459;0.177977651;0.31711638;0.293540474;0.433088035;0.250613246;0.160670482;0.454210957;0.310847642;0.173207959;0.133415099;0.324339057;0.194739711;0.280185337;0.238484601;0.368629054;0.154946852;0.231670755;0.304033797;-12.3253;-11.8837;-6.15724;-5.54688;-4.47957
0;2S3;Contrast left;0.062823658;0.060098119;0.061052058;0.061869719;0.069910057;0.059825566;0.062005996;0.407059144;0.284682475;0.332788226;0.208639956;0.237666939;0.238757155;0.410193513;0.291360044;0.197192696;0.271327337;0.20496048;0.201281003;0.149632052;0.254701554;0.163396021;0.307713273;0.177705097;0.298991551;0.121150177;0.221041156;0.176887435;-15.2328;-13.5742;-9.14474;-7.0493;-7.78278
0;2S4;Contrast left;0.080675933;0.072090488;0.080675933;0.077814118;0.067320796;0.081629872;0.077677841;0.283455983;0.306214227;0.308394658;0.208503679;0.33701281;0.26723903;0.326519488;0.253475061;0.180839466;0.31493595;0.207277187;0.251976015;0.173480512;0.376533115;0.216680294;0.359907332;0.282502044;0.419869174;0.186563096;0.313300627;0.279367675;-9.69364;-8.21484;-5.46987;-4.63944;-4.79647
0;2S5;Contrast left;0.074543472;0.081084764;0.072908149;0.070727719;0.070182611;0.091032979;0.085173072;0.435541019;0.277868629;0.455028618;0.267375307;0.306350504;0.382256746;0.350776778;0.328291087;0.211910602;0.349141455;0.314118288;0.21599891;0.177977651;0.269283183;0.200599618;0.374216408;0.257427092;0.44303625;0.19433088;0.314118288;0.365358408;-5.6262;-5.73828;-2.48634;-4.15037;-3.5965
0;2S6;Contrast left;0.05478332;0.057645135;0.056418643;0.053556827;0.050013628;0.067048242;0.059825566;0.625102208;0.296402289;0.438402835;0.276914691;0.320523303;0.328563641;0.455164895;0.30607795;0.21599891;0.363859362;0.244480785;0.169255928;0.150858545;0.323248842;0.167620605;0.382120469;0.18111202;0.328563641;0.168165713;0.425592805;0.286862905;-8.08997;-10.6254;-4.6137;-4.19237;-3.49696
0;2S7;Contrast left;0.070727719;0.069228673;0.062414827;0.061869719;0.065549196;0.073862088;0.078904334;0.42136822;0.299264105;0.322840011;0.22880894;0.308394658;0.259471246;0.380348869;0.301853366;0.22880894;0.326383211;0.234260016;0.233306078;0.194875988;0.249795585;0.178386481;0.314254565;0.236440447;0.284955029;0.19433088;0.256745707;0.254974107;-10.2865;-9.96583;-7.3028;-5.70601;-5.86989
0;2S8;Contrast left;0.065276642;0.06227855;0.057372581;0.064595258;0.058326519;0.064595258;0.067865904;0.543608613;0.327882257;0.513491415;0.279095121;0.488416462;0.409239575;0.463477787;0.400109022;0.231398201;0.520850368;0.324611611;0.284818752;0.198828019;0.3789861;0.230716817;0.35731807;0.354592532;0.401744345;0.226764786;0.288089398;0.421504497;0.370763;-5.24133;-0.441333;-0.381847;0.976375
0;2S9;Contrast left;0.056146089;0.057100027;0.057236304;0.059280458;0.059553012;0.058326519;0.063641319;0.492368493;0.312891796;0.3825293;0.213409648;0.399018806;0.347642409;0.517170891;0.254974107;0.175252112;0.497819569;0.252248569;0.173889343;0.144589806;0.368629054;0.173344235;0.29463069;0.227718724;0.428045789;0.152630144;0.284409921;0.276369583;-9.82528;-11.444;-4.4313;-3.57636;-2.08286
0;2S10;Contrast left;0.065140365;0.056009812;0.055055874;0.068819842;0.06405015;0.072908149;0.092804579;0.444535296;0.265603707;0.378440992;0.162578359;0.325565549;0.281411829;0.502589261;0.240256201;0.119787408;0.39751976;0.194194603;0.16693922;0.10070864;0.322703734;0.140228945;0.371354593;0.218315617;0.376533115;0.11706187;0.228263832;0.255519215;-13.8857;-12.2851;-7.15521;-5.60302;-4.50583
0;2S11;Contrast left;0.07508858;0.075224857;0.067320796;0.07508858;0.071954211;0.083674026;0.093894794;0.435541019;0.307713273;0.43240665;0.211638049;0.329653857;0.198146634;0.405423821;0.314663396;0.16298719;0.359771055;0.187244481;0.224175525;0.151267375;0.296402289;0.153175252;0.299809212;0.266557645;0.239302262;0.177296266;0.210411556;0.260425184;-11.0296;-9.40471;-8.23617;-5.45627;-5.11907
0;2S12;Contrast left;0.041155628;0.046334151;0.048923412;0.051785228;0.054647043;0.054919597;0.050286182;0.435813573;0.26192423;0.40637776;0.213137095;0.34409921;0.299536658;0.413600436;0.259062415;0.168983374;0.3789861;0.21817934;0.169119651;0.131370946;0.296674843;0.154810575;0.354047424;0.247478877;0.355410194;0.163668575;0.250340692;0.278141183;-12.6717;-14.1461;-6.97177;-6.27353;-4.71697
0;2S13;Contrast left;0.059416735;0.065276642;0.068683565;0.067048242;0.068411011;0.077132734;0.083265195;0.385254838;0.19255928;0.414145544;0.159307713;0.34055601;0.345189425;0.415780867;0.265194876;0.140774053;0.638048515;0.246116108;0.139547561;0.115835377;0.411828836;0.139547561;0.305260289;0.239983647;0.523303352;0.145816299;0.276233306;0.26723903;-12.2471;-10.8766;-3.74806;-4.98087;-1.23225
0;S2;Resting open;0.154788697;0.149912478;0.142910728;0.166666667;0.17791948;0.138784696;0.145286322;0.939984996;0.606151538;0.597524381;0.495873968;0.71767942;0.42448112;0.615028757;0.595773943;0.492123031;0.719429857;0.423855964;0.448237059;0.379969992;0.574018505;0.333833458;0.728182046;0.592648162;0.562265566;0.483995999;0.565016254;0.466116529;32.9623;24.2143;13.9494;14.4579;14.014
0;S3;Resting open;0.158539635;0.131032758;0.140660165;0.148287072;0.14016004;0.114028507;0.132283071;0.494498625;0.414103526;0.549762441;0.32508127;0.398349587;0.466741685;0.461990498;0.364591148;0.234933733;0.382345586;0.319454864;0.295073768;0.211427857;0.323205801;0.268942236;0.40260065;0.331082771;0.550887722;0.221930483;0.369592398;0.355588897;5.23616;8.13943;3.64568;1.9616;0.593606
0;S5;Resting open;0.133283321;0.134658665;0.146661665;0.131282821;0.138034509;0.124156039;0.122405601;0.451612903;0.295823956;0.454113528;0.340460115;0.412353088;0.355588897;0.478369592;0.279069767;0.264566142;0.452113028;0.241935484;0.205676419;0.197674419;0.383345836;0.179169792;0.430607652;0.287946987;0.397724431;0.232933233;0.331957989;0.287446862;-0.270149;4.11449;-0.301678;-0.435603;-0.155053
0;S6;Resting open;0.130157539;0.122905726;0.108777194;0.141285321;0.138409602;0.113153288;0.13515879;0.516629157;0.343460865;0.443985996;0.338584646;0.393223306;0.436984246;0.405726432;0.369717429;0.298324581;0.439109777;0.370717679;0.251187797;0.212428107;0.377219305;0.258189547;0.474618655;0.293573393;0.491372843;0.246061515;0.443610903;0.336459115;5.03807;6.37298;3.34836;1.2353;0.903942
0;S7;Resting open;0.12128032;0.107276819;0.109402351;0.126406602;0.129282321;0.101650413;0.102650663;0.530382596;0.507376844;0.562265566;0.392223056;0.487621905;0.43635909;0.584396099;0.388347087;0.284446112;0.473868467;0.351962991;0.373593398;0.26744186;0.483370843;0.32208052;0.53475869;0.395348837;0.486371593;0.300700175;0.441110278;0.414353588;12.4283;8.59292;5.85037;6.49725;4.03031
0;S10;Resting open;0.11227807;0.116154039;0.111777944;0.106151538;0.111902976;0.103525881;0.103525881;0.679169792;0.500500125;0.604776194;0.410602651;0.500625156;0.571517879;0.709302326;0.426981745;0.306826707;0.593648412;0.413978495;0.32308077;0.243935984;0.518504626;0.309327332;0.623655914;0.34596149;0.734433608;0.255813953;0.554263566;0.352963241;15.0648;9.72802;10.7256;8.77439;7.57414
0;S11;Resting open;0.142035509;0.133283321;0.127906977;0.139409852;0.13815954;0.110902726;0.118779695;0.662915729;0.48712178;0.708302076;0.346711678;0.485871468;0.491122781;0.627656914;0.5020005;0.273568392;0.55763941;0.414103526;0.378594649;0.234058515;0.530007502;0.324456114;0.422980745;0.407976994;0.54576144;0.242685671;0.349712428;0.425981495;14.4841;11.8762;7.94929;8.17999;6.17325
0;S13;Resting open;0.129032258;0.122530633;0.114653663;0.130782696;0.135283821;0.109652413;0.12228057;0.526506627;0.41347837;0.547386847;0.411477869;0.40260065;0.455863966;0.61727932;0.396349087;0.310202551;0.475618905;0.356089022;0.317829457;0.26044011;0.437984496;0.294323581;0.548762191;0.362590648;0.616029007;0.304701175;0.535258815;0.390097524;11.8703;9.95293;7.34642;5.90278;3.90449
0;S14;Resting open;0.140035009;0.13815954;0.109277319;0.140285071;0.143785946;0.111652913;0.119779945;0.372843211;0.213303326;0.394348587;0.293698425;0.329582396;0.331207802;0.363590898;0.302325581;0.226931733;0.409102276;0.258189547;0.181670418;0.159664916;0.247186797;0.159664916;0.380095024;0.285696424;0.38472118;0.211927982;0.33395849;0.3012003;-4.92716;0.881998;-2.49875;-4.16213;-3.029
0;S15;Resting open;0.113403351;0.11227807;0.109652413;0.125031258;0.136909227;0.0923981;0.089522381;0.633908477;0.479994999;0.604026007;0.347711928;0.502875719;0.389472368;0.605526382;0.408852213;0.261190298;0.473368342;0.278944736;0.322580645;0.219804951;0.456114029;0.245436359;0.539384846;0.370717679;0.469867467;0.238434609;0.372843211;0.389222306;8.56144;5.49506;3.50667;4.83143;3.68377
0;S16;Resting open;0.105526382;0.102650663;0.102650663;0.120780195;0.13215804;0.094273568;0.105151288;0.527506877;0.43835959;0.482995749;0.307326832;0.391972993;0.322580645;0.504876219;0.394723681;0.258564641;0.41247812;0.283195799;0.355463866;0.247686922;0.363965991;0.247436859;0.445611403;0.339709927;0.389847462;0.23355839;0.309702426;0.297824456;3.17873;2.65762;-0.232421;1.71572;-0.270079
0;S18;Resting open;0.169792448;0.159164791;0.145911478;0.172543136;0.179044761;0.122405601;0.12528132;0.649037259;0.474493623;0.552263066;0.385221305;0.43835959;0.343710928;0.61227807;0.450612653;0.317454364;0.489997499;0.290447612;0.34296074;0.25843961;0.453113278;0.218429607;0.545886472;0.325581395;0.395973993;0.254938735;0.404226057;0.310327582;10.9462;12.4674;3.96649;5.86966;3.53332
0;S19;Resting open;0.125531383;0.124156039;0.118029507;0.123780945;0.116904226;0.097649412;0.089147287;0.612653163;0.280695174;0.635408852;0.273693423;0.379094774;0.362715679;0.396724181;0.412103026;0.205426357;0.467366842;0.258689672;0.213803451;0.136909227;0.299449862;0.150037509;0.394848712;0.270942736;0.437859465;0.153288322;0.276444111;0.227431858;-3.47965;-0.590193;-1.37823;-2.49055;-0.616697
0;S20;Resting open;0.135033758;0.129407352;0.122405601;0.160665166;0.17791948;0.109402351;0.125531383;0.662165541;0.444986247;0.598024506;0.449737434;0.475868967;0.512253063;0.581145286;0.492748187;0.370467617;0.573768442;0.430982746;0.360590148;0.295823956;0.441610403;0.30220055;0.60740185;0.355213803;0.458614654;0.283070768;0.409477369;0.396849212;16.7327;13.701;8.40606;7.54392;5.66112
0;S21;Resting open;0.111527882;0.110902726;0.1024006;0.12728182;0.133408352;0.095148787;0.114903726;0.475493873;0.422230558;0.503375844;0.330082521;0.392348087;0.380595149;0.522005501;0.377094274;0.272818205;0.392473118;0.3032008;0.322705676;0.229432358;0.385096274;0.268942236;0.431482871;0.338584646;0.429232308;0.256314079;0.359589897;0.366091523;4.8135;4.36654;1.57033;2.33957;0.188267
0;S22;Resting open;0.246936734;0.232933233;0.239309827;0.24556139;0.244436109;0.207176794;0.205926482;0.672168042;0.581645411;0.66204051;0.52588147;0.488122031;0.523380845;0.628782196;0.544386097;0.445486372;0.484621155;0.450737684;0.498124531;0.423605901;0.459364841;0.392098025;0.609152288;0.448487122;0.560140035;0.383220805;0.481620405;0.48112028;32.0994;35.8645;15.378;14.5548;8.8007
0;S24;Resting open;0.144911228;0.131532883;0.120030008;0.14216054;0.136409102;0.105776444;0.099274819;0.549387347;0.348962241;0.611652913;0.41647912;0.401225306;0.452113028;0.470742686;0.399349837;0.285696424;0.434983746;0.3072018;0.268317079;0.218304576;0.340585146;0.207551888;0.61727932;0.306451613;0.536509127;0.232433108;0.455988997;0.330082521;6.69191;7.01;4.54643;1.9857;1.86381
0;S2;Resting;0.130907727;0.129782446;0.115528882;0.142535634;0.147911978;0.121030258;0.124781195;0.948362091;0.616154039;0.598149537;0.481245311;0.718554639;0.436609152;0.628407102;0.596024006;0.478369592;0.717179295;0.433983496;0.429482371;0.35683921;0.552388097;0.319204801;0.757939485;0.604151038;0.628032008;0.49299825;0.615028757;0.504251063;32.1547;20.6011;14.1062;13.9046;14.1891
0;S3;Resting;0.136409102;0.127031758;0.114153538;0.116404101;0.128532133;0.104026007;0.115028757;0.470742686;0.369092273;0.534883721;0.308577144;0.38472118;0.448612153;0.432233058;0.31607902;0.215553888;0.370717679;0.280195049;0.245686422;0.172043011;0.323830958;0.228057014;0.364966242;0.294573643;0.501625406;0.194048512;0.351462866;0.295823956;-0.320868;2.65705;0.901364;-0.58813;-0.958885
0;S5;Resting;0.099024756;0.109652413;0.119529882;0.096274069;0.099774944;0.088647162;0.075893973;0.397724431;0.219804951;0.454988747;0.292823206;0.406476619;0.326706677;0.450612653;0.224306077;0.188172043;0.421355339;0.175543886;0.140535134;0.131532883;0.308327082;0.122030508;0.447986997;0.245186297;0.433108277;0.190672668;0.331082771;0.230807702;-8.75575;-5.39923;-3.72181;-4.56765;-2.41305
0;S6;Resting;0.122405601;0.119779945;0.100775194;0.13515879;0.13215804;0.112778195;0.12428107;0.563390848;0.308702176;0.434233558;0.242185546;0.346211553;0.373593398;0.3995999;0.340460115;0.209802451;0.383220805;0.320330083;0.219179795;0.161415354;0.362715679;0.222930733;0.3935984;0.254688672;0.441610403;0.196049012;0.410727682;0.331707927;-1.02479;1.97077;-0.0755099;-1.17057;-1.16339
0;S7;Resting;0.146911728;0.138659665;0.135033758;0.146661665;0.138909727;0.119779945;0.127406852;0.551637909;0.49899975;0.473993498;0.352963241;0.456364091;0.423355839;0.623655914;0.383970993;0.276069017;0.481370343;0.317579395;0.353963491;0.249937484;0.474743686;0.286571643;0.47911978;0.32708177;0.433108277;0.252563141;0.430732683;0.336459115;9.65885;10.0168;4.39057;5.91217;3.09255
0;S10;Resting;0.094273568;0.09539885;0.094898725;0.105776444;0.121155289;0.090522631;0.0943986;0.613653413;0.430107527;0.550512628;0.355338835;0.560765191;0.508377094;0.687296824;0.370592648;0.267191798;0.785946487;0.339209802;0.274443611;0.216554139;0.62728182;0.246186547;0.60340085;0.342835709;0.71467867;0.244936234;0.484621155;0.337834459;10.2483;5.13943;8.53931;7.36199;8.87192
0;S11;Resting;0.129032258;0.113028257;0.102900725;0.130782696;0.131907977;0.081270318;0.097149287;0.683420855;0.463990998;0.77331833;0.498624656;0.413228307;0.533133283;0.628157039;0.564891223;0.38372093;0.519379845;0.43235809;0.386846712;0.293323331;0.479869967;0.319579895;0.624156039;0.372093023;0.621655414;0.26744186;0.492623156;0.416354089;18.4391;11.8924;10.7131;8.91381;6.26588
0;S13;Resting;0.136284071;0.126406602;0.122530633;0.126156539;0.131782946;0.110402601;0.124156039;0.530007502;0.40060015;0.539634909;0.372468117;0.369967492;0.474618655;0.601650413;0.353963491;0.279694924;0.46724181;0.337084271;0.294823706;0.248562141;0.445736434;0.286696674;0.564391098;0.308952238;0.670417604;0.25443861;0.568517129;0.356964241;9.33711;8.98855;7.27495;5.16912;3.33429
0;S14;Resting;0.12328082;0.119529882;0.102150538;0.13515879;0.135533883;0.088147037;0.105026257;0.447986997;0.265191298;0.4979995;0.361090273;0.391222806;0.413103276;0.440485121;0.390722681;0.285446362;0.454613653;0.301950488;0.240685171;0.197924481;0.281695424;0.189422356;0.47611903;0.31907977;0.464116029;0.236809202;0.37771943;0.33695924;1.72348;2.67544;1.3394;-0.836789;-0.128152
