;Subject;Test;FCz Oz;FCz O1;FCz PO8;FCz O2;FCz PO7;FCz PO3;FCz PO4;Oz O1;Oz PO8;Oz O2;Oz PO7;Oz PO3;Oz PO4;O1 PO8;O1 O2;O1 PO7;O1 PO3;O1 PO4;O2 PO8;PO7 PO8;PO3 PO8;PO4 PO8;O2 PO7;O2 PO3;O2 PO4;PO7 PO3;PO7 PO4;PO3 PO4;SCORE_1;SCORE_2;SCORE_3;SCORE_4;SCORE_5
0;2S11;Resting Open;0.071767942;0.073893473;0.070142536;0.068642161;0.070142536;0.08052013;0.093023256;0.521755439;0.379594899;0.495498875;0.239309827;0.433233308;0.250312578;0.493123281;0.355463866;0.180170043;0.430482621;0.212428107;0.250437609;0.145911478;0.354588647;0.167291823;0.355713928;0.319329832;0.296449112;0.183670918;0.228182046;0.280445111;-5.51369;-6.94323;-2.83704;-2.43366;-4.84333
0;2S12;Resting Open;0.068767192;0.058889722;0.059264816;0.073143286;0.056264066;0.082020505;0.085396349;0.500250063;0.279694924;0.440860215;0.197049262;0.348837209;0.296949237;0.38572143;0.302575644;0.164791198;0.363090773;0.232308077;0.200425106;0.146411603;0.270567642;0.16204051;0.263565891;0.246186547;0.318704676;0.151912978;0.194673668;0.341460365;-9.41753;-10.3116;-7.03626;-5.75071;-6.033
0;2S13;Resting Open;0.07951988;0.082645661;0.085646412;0.072393098;0.067766942;0.089022256;0.08352088;0.472993248;0.276194049;0.472368092;0.192923231;0.438609652;0.433233308;0.472993248;0.267066767;0.143785946;0.70180045;0.270692673;0.168917229;0.106276569;0.430357589;0.16404101;0.35283821;0.249562391;0.568142036;0.138534634;0.301700425;0.282820705;-7.15284;-6.71427;-3.59141;1.3978;-0.396946
0;2S1;Resting;0.077644411;0.075768942;0.074143536;0.069642411;0.055888972;0.083770943;0.084396099;0.465741435;0.25243811;0.455738935;0.216929232;0.391222806;0.363590898;0.407851963;0.27731933;0.147411853;0.563140785;0.235433858;0.169292323;0.107901975;0.356589147;0.155913978;0.418854714;0.23955989;0.519754939;0.13315829;0.322455614;0.243060765;-9.26905;-8.52887;-4.97474;-1.79496;-2.36613
0;2S2;Resting;0.066266567;0.068517129;0.062265566;0.066266567;0.058389597;0.066391598;0.065891473;0.316579145;0.208177044;0.265566392;0.140285071;0.246436609;0.249937484;0.458864716;0.188797199;0.113778445;0.484246062;0.182170543;0.136034009;0.095523881;0.346336584;0.131907977;0.267191798;0.163290823;0.415853963;0.102150538;0.209677419;0.179794949;-17.9858;-15.3458;-10.664;-7.3161;-8.03177
0;2S3;Resting;0.075643911;0.086021505;0.088397099;0.080145036;0.083395849;0.078769692;0.073643411;0.41847962;0.321705426;0.358589647;0.232683171;0.254063516;0.234933733;0.490497624;0.300950238;0.192173043;0.301575394;0.203925981;0.238059515;0.173293323;0.312578145;0.172168042;0.399349837;0.18692173;0.303325831;0.13615904;0.236809202;0.204301075;-10.0772;-8.33691;-5.51843;-7.01483;-6.43943
0;2S4;Resting;0.069267317;0.067391848;0.067266817;0.066266567;0.06464116;0.069392348;0.067391848;0.326581645;0.266191548;0.257814454;0.134408602;0.317829457;0.222930733;0.428982246;0.226431608;0.131407852;0.402350588;0.184796199;0.1987997;0.127531883;0.375843961;0.167291823;0.302450613;0.21667917;0.460990248;0.124531133;0.269067267;0.215803951;-13.981;-12.788;-8.72826;-5.96426;-7.04455
0;2S5;Resting;0.093898475;0.090397599;0.0963991;0.091272818;0.088022006;0.10140035;0.088022006;0.500500125;0.278194549;0.459989997;0.236684171;0.359339835;0.429857464;0.460865216;0.294948737;0.191422856;0.444236059;0.290572643;0.200175044;0.156914229;0.326206552;0.182170543;0.429482371;0.215053763;0.468867217;0.145536384;0.284196049;0.292698175;-5.15716;-3.61307;-3.03732;-2.09524;-0.989078
0;2S6;Resting;0.071142786;0.074893723;0.068267067;0.065141285;0.064766192;0.087646912;0.074768692;0.643410853;0.311577894;0.356964241;0.238184546;0.480995249;0.370092523;0.468242061;0.252313078;0.18492123;0.525131283;0.260065016;0.162415604;0.130907727;0.340710178;0.157289322;0.332833208;0.208802201;0.343210803;0.164791198;0.400100025;0.303950988;-6.7045;-8.43337;-3.73377;-1.16393;-3.23692
0;2S7;Resting;0.064891223;0.068267067;0.068017004;0.061890473;0.055513878;0.07951988;0.064516129;0.225806452;0.176044011;0.34196049;0.232183046;0.252813203;0.318954739;0.403350838;0.13315829;0.134658665;0.347211803;0.164666167;0.11327832;0.110027507;0.307326832;0.142285571;0.260065016;0.155663916;0.31207802;0.143410853;0.286196549;0.228182046;-16.8985;-14.1831;-10.805;-8.93951;-7.78693
0;2S8;Resting;0.048512128;0.051262816;0.058014504;0.053888472;0.060140035;0.053513378;0.055513878;0.588147037;0.344211053;0.532133033;0.332083021;0.461740435;0.410977744;0.542135534;0.356339085;0.231307827;0.537134284;0.282820705;0.243685921;0.179419855;0.371092773;0.187421855;0.508877219;0.284196049;0.426731683;0.205926482;0.376469117;0.335708927;-1.82947;-7.88843;0.390197;0.907674;-0.167798
0;2S9;Resting;0.06164041;0.063015754;0.065016254;0.061015254;0.069142286;0.067516879;0.066516629;0.434483621;0.21467867;0.307951988;0.118154539;0.338084521;0.259314829;0.446861715;0.166916729;0.090772693;0.418104526;0.149537384;0.110027507;0.084646162;0.293323331;0.100150038;0.239309827;0.149037259;0.473618405;0.081270318;0.205301325;0.163915979;-19.2248;-16.1698;-10.6835;-7.51093;-8.36525
0;2S10;Resting;0.068267067;0.070017504;0.070517629;0.070142536;0.063140785;0.075143786;0.093023256;0.528132033;0.33895974;0.441485371;0.233183296;0.414103526;0.251062766;0.574018505;0.267566892;0.166916729;0.401975494;0.178169542;0.205176294;0.151537884;0.318204551;0.141660415;0.489997499;0.26744186;0.353713428;0.161290323;0.259189797;0.302075519;-7.62193;-8.27244;-3.0031;-3.12374;-4.9853
0;2S11;Resting;0.067141785;0.069267317;0.070892723;0.067016754;0.056264066;0.082020505;0.089147287;0.502750688;0.404976244;0.482995749;0.227556889;0.401725431;0.236184046;0.491997999;0.344836209;0.181295324;0.418354589;0.209427357;0.282195549;0.148787197;0.374843711;0.15703926;0.357589397;0.285696424;0.281195299;0.170292573;0.229557389;0.250562641;-6.59511;-7.89176;-3.25668;-3.08635;-5.52533
0;2S12;Resting;0.08052013;0.078894724;0.082645661;0.070017504;0.08152038;0.07551888;0.069767442;0.513253313;0.268692173;0.441485371;0.222930733;0.416104026;0.297324331;0.464741185;0.275818955;0.158664666;0.512253063;0.206301575;0.173418355;0.120405101;0.32208052;0.134533633;0.408727182;0.249687422;0.456864216;0.153163291;0.326831708;0.262190548;-9.03969;-8.54677;-4.26383;-2.44457;-3.5841
0;2S13;Resting;0.059514879;0.056014004;0.061390348;0.055513878;0.050012503;0.062390598;0.056514129;0.365466367;0.181420355;0.390972743;0.109152288;0.348087022;0.360590148;0.409602401;0.195548887;0.096774194;0.732683171;0.208177044;0.118529632;0.084021005;0.383095774;0.123530883;0.232183046;0.18292073;0.552138035;0.091272818;0.198049512;0.218554639;-16.9581;-15.9763;-9.8904;-3.20457;-5.01898
0;2S1;Contrast;0.063368765;0.061324612;0.061324612;0.056146089;0.057781412;0.070455165;0.060370673;0.43063505;0.247070046;0.421504497;0.211092941;0.416189697;0.321613519;0.356364132;0.239983647;0.150858545;0.479558463;0.198828019;0.178250204;0.128781684;0.350231671;0.148814391;0.412510221;0.239165985;0.467566094;0.143908422;0.379803761;0.236985555;-10.9578;-11.7096;-6.20461;-3.46831;-4.1361
0;2S2;Contrast;0.052194058;0.051512674;0.060234396;0.051648951;0.061460889;0.055873535;0.061052058;0.387026438;0.212864541;0.280185337;0.158626329;0.322840011;0.320387026;0.38648133;0.232897247;0.148541837;0.508994276;0.299536658;0.153856637;0.125919869;0.331970564;0.182338512;0.266148814;0.211092941;0.354592532;0.13559553;0.212728264;0.284682475;-12.9711;-14.6457;-9.53081;-5.53339;-6.19607
0;2S3;Contrast;0.05124012;0.057781412;0.06405015;0.057645135;0.048514582;0.058871627;0.057781412;0.307168166;0.233306078;0.235350232;0.194875988;0.186563096;0.201144726;0.365630962;0.2562006;0.200054511;0.232897247;0.204551649;0.211365495;0.162305805;0.222267648;0.175115835;0.239983647;0.178522758;0.225947125;0.133687653;0.196783865;0.181248297;-16.1034;-15.8146;-11.4791;-11.7816;-10.4002
0;2S4;Contrast;0.069910057;0.068956119;0.06405015;0.070182611;0.070727719;0.076178795;0.077132734;0.200872172;0.2526574;0.211501772;0.132733715;0.259334969;0.19433088;0.270782229;0.203052603;0.1281003;0.257427092;0.171163805;0.246661216;0.159171436;0.376260561;0.211501772;0.248160262;0.275551922;0.328018534;0.157536113;0.230035432;0.259062415;-13.5017;-12.2414;-11.1408;-8.86965;-9.05902
0;2S5;Contrast;0.069092396;0.068274734;0.064867811;0.066230581;0.069910057;0.093894794;0.083810303;0.437448896;0.26015263;0.393704007;0.189016081;0.292041428;0.302398474;0.336876533;0.327609703;0.193376942;0.339465794;0.275415645;0.230716817;0.17579722;0.2420278;0.183565004;0.348323794;0.252384846;0.406650313;0.173616789;0.290133551;0.365358408;-7.06303;-7.9633;-6.64493;-5.61292;-4.37695
0;2S6;Contrast;0.058462796;0.060370673;0.058462796;0.055464704;0.059144181;0.077132734;0.061597165;0.606568547;0.295175797;0.412646498;0.273098937;0.281956936;0.300763151;0.468111202;0.277868629;0.231125647;0.329108749;0.253611338;0.158762606;0.151131098;0.300218043;0.168165713;0.339056964;0.151812483;0.262605615;0.156854729;0.411556282;0.287816844;-8.93474;-10.8629;-5.0803;-5.75462;-5.18374
0;2S7;Contrast;0.057372581;0.063641319;0.056691197;0.054647043;0.053420551;0.06582175;0.05696375;0.442491142;0.307713273;0.341373671;0.244071954;0.377350777;0.298991551;0.426410466;0.339874625;0.245434723;0.377350777;0.306214227;0.280730444;0.237394385;0.280730444;0.217906787;0.299672935;0.271736168;0.301853366;0.198555465;0.2420278;0.307031889;-5.30686;-9.86602;-5.17725;-4.65831;-4.97498
0;2S8;Contrast;0.055055874;0.054238212;0.053147997;0.056827473;0.053965658;0.061052058;0.063777596;0.622649223;0.312482965;0.503406923;0.260561461;0.571954211;0.440310711;0.39533933;0.442627419;0.241891524;0.594167348;0.374216408;0.286999182;0.233306078;0.346415917;0.231398201;0.374080131;0.394521668;0.455164895;0.222949032;0.291905151;0.438130281;2.64065;-5.96739;-0.270598;2.84794;0.905875
0;2S9;Contrast;0.060234396;0.063641319;0.059825566;0.061052058;0.061188335;0.074952303;0.070591442;0.493867539;0.288225675;0.387026438;0.177159989;0.435132189;0.328018534;0.516080676;0.263150722;0.168165713;0.497819569;0.226492232;0.171845189;0.146770237;0.367130008;0.152221314;0.268874353;0.268056691;0.460343418;0.149495775;0.262060507;0.273235214;-9.42662;-10.8634;-5.36581;-2.18456;-4.38285
0;2S10;Contrast;0.059553012;0.058871627;0.064322704;0.057917689;0.060643227;0.075497411;0.08612701;0.447942219;0.271327337;0.353774871;0.15017716;0.287271736;0.217634233;0.477105478;0.23984737;0.127282638;0.346961025;0.172117743;0.184518942;0.122104116;0.284682475;0.142273099;0.36617607;0.220087217;0.306350504;0.119378577;0.218315617;0.258789861;-13.7719;-12.853;-8.15379;-7.33315;-8.16927
0;2S11;Contrast;0.072908149;0.076042518;0.074407195;0.071000273;0.079721995;0.093894794;0.095666394;0.478604524;0.289724721;0.43199782;0.17934042;0.365494685;0.199509403;0.393022622;0.346415917;0.168165713;0.390705914;0.187244481;0.246252385;0.158762606;0.300763151;0.156445898;0.300626874;0.30389752;0.249386754;0.177023712;0.221858817;0.270373399;-8.37424;-7.92475;-6.04258;-5.239;-6.95755
0;2S12;Contrast;0.057645135;0.057645135;0.059689289;0.05655492;0.063368765;0.063777596;0.064322704;0.472335786;0.30566912;0.408967021;0.215453802;0.373262469;0.309076043;0.436222404;0.258244753;0.163259744;0.361270101;0.221313709;0.196920142;0.150313437;0.281139275;0.17048242;0.35159444;0.259743799;0.341918779;0.172390297;0.257563369;0.345325702;-9.12653;-11.5076;-6.02113;-5.13163;-5.57016
0;2S13;Contrast;0.079040611;0.074270919;0.085718179;0.073589534;0.065140365;0.088443718;0.087217225;0.41032979;0.201553557;0.451212865;0.148950668;0.351458163;0.360724993;0.428318343;0.314118288;0.147315345;0.645271191;0.302671028;0.175388389;0.120468793;0.41918779;0.186971927;0.284137367;0.277868629;0.528754429;0.148133006;0.275688198;0.328972472;-7.57175;-7.32923;-5.61628;-0.475217;-1.66132
0;S2;Resting Open;0.149662416;0.149912478;0.147536884;0.157289322;0.155913978;0.140285071;0.135533883;0.937859465;0.592023006;0.551512878;0.481495374;0.736934234;0.41947987;0.602650663;0.550762691;0.478744686;0.741685421;0.417354339;0.402350588;0.35983996;0.578269567;0.326206552;0.706926732;0.561265316;0.542260565;0.490872718;0.555013753;0.471867967;29.5209;23.2208;17.9379;17.0618;12.0238
0;S3;Resting Open;0.154163541;0.134533633;0.137284321;0.139284821;0.138034509;0.118779695;0.133033258;0.49299825;0.405726432;0.528382096;0.304576144;0.372468117;0.461740435;0.428857214;0.369217304;0.231557889;0.360965241;0.345211303;0.279194799;0.189672418;0.307451863;0.257939485;0.356964241;0.298574644;0.505376344;0.201675419;0.326206552;0.34796199;4.33744;8.16685;1.33926;0.0701279;2.83444
0;S5;Resting Open;0.094898725;0.108902226;0.11927982;0.101650413;0.11327832;0.098024506;0.084021005;0.449487372;0.271192798;0.425606402;0.323580895;0.428107027;0.351087772;0.3975994;0.277694424;0.242185546;0.446736684;0.239184796;0.179544886;0.169417354;0.321455364;0.162165541;0.41847962;0.268317079;0.392473118;0.230057514;0.34096024;0.26344086;-3.81836;-1.71393;-2.47063;-2.07659;-1.82787
0;S6;Resting Open;0.114153538;0.102900725;0.092023006;0.125906477;0.137659415;0.103150788;0.110402601;0.509627407;0.286446612;0.437109277;0.293448362;0.409602401;0.423980995;0.354713678;0.356339085;0.254938735;0.455363841;0.353213303;0.224056014;0.173043261;0.34396099;0.219054764;0.438109527;0.303700925;0.491872968;0.238809702;0.379219805;0.347586897;1.87563;2.59781;-0.646072;0.36379;1.77293
0;S7;Resting Open;0.113153288;0.116904226;0.116404101;0.11227807;0.104901225;0.103900975;0.090272568;0.529757439;0.489497374;0.515628907;0.351837959;0.449237309;0.43335834;0.592648162;0.36084021;0.253688422;0.454488622;0.319579895;0.334708677;0.245686422;0.427856964;0.285571393;0.481495374;0.335208802;0.473368342;0.249812453;0.427731933;0.351712928;7.41758;5.77661;5.13078;3.66471;3.49374
0;S10;Resting Open;0.103275819;0.096899225;0.095273818;0.105526382;0.112778195;0.1004001;0.10340085;0.653663416;0.469242311;0.572393098;0.366466617;0.525381345;0.553888472;0.685296324;0.387971993;0.271192798;0.656789197;0.389847462;0.29619905;0.221180295;0.555513878;0.293698425;0.577269317;0.333708427;0.722305576;0.239059765;0.494248562;0.34496124;10.7904;7.18507;8.67382;9.82191;8.72526
0;S11;Resting Open;0.14616154;0.139284821;0.135908977;0.151787947;0.146286572;0.119404851;0.125656414;0.654788697;0.45323831;0.696674169;0.362215554;0.48312078;0.486496624;0.601275319;0.493623406;0.285446362;0.549387347;0.383595899;0.352088022;0.222805701;0.511002751;0.293323331;0.449487372;0.413103276;0.558139535;0.25743936;0.377094274;0.424981245;14.159;13.8861;9.11179;8.15783;7.87671
0;S13;Resting Open;0.147036759;0.13215804;0.123780945;0.13915979;0.137284321;0.123405851;0.126156539;0.520005001;0.403225806;0.574643661;0.418104526;0.397849462;0.501250313;0.605151288;0.403975994;0.300700175;0.494373593;0.37471868;0.323830958;0.256564141;0.442735684;0.3012003;0.561890473;0.360215054;0.655913978;0.2971993;0.548637159;0.395973993;13.063;13.2733;8.11994;6.57932;8.5324
0;S14;Resting Open;0.128407102;0.122780695;0.106276569;0.12428107;0.138534634;0.102525631;0.115028757;0.351587897;0.197674419;0.35483871;0.292948237;0.319954989;0.350087522;0.311702926;0.295948987;0.235933983;0.373218305;0.284446112;0.161540385;0.147286822;0.204551138;0.16204051;0.312828207;0.261940485;0.341460365;0.21467867;0.304076019;0.308327082;-5.21715;-0.408987;-5.78578;-5.5192;-2.85038
0;S15;Resting Open;0.11527882;0.113153288;0.127031758;0.123780945;0.125031258;0.089522381;0.087021755;0.594273568;0.425356339;0.6004001;0.327456864;0.431357839;0.323205801;0.568642161;0.385971493;0.251687922;0.415353838;0.231432858;0.285946487;0.205926482;0.382470618;0.190422606;0.498499625;0.339084771;0.395473868;0.22068017;0.298324581;0.368717179;3.17756;3.46309;3.63813;1.09482;0.455419
0;S16;Resting Open;0.126656664;0.114403601;0.117904476;0.132908227;0.139409852;0.110152538;0.111277819;0.453363341;0.402225556;0.431982996;0.319704926;0.363215804;0.342835709;0.440735184;0.340585146;0.246186547;0.381595399;0.290947737;0.316829207;0.24656164;0.369217304;0.263315829;0.404476119;0.307701925;0.3975994;0.231932983;0.301575394;0.313203301;3.11846;4.92162;0.640046;-0.755931;0.117087
0;S18;Resting Open;0.185046262;0.183295824;0.161415354;0.182420605;0.176294074;0.13715929;0.135908977;0.672793198;0.477619405;0.571892973;0.419729932;0.488872218;0.399224806;0.639784946;0.49299825;0.349837459;0.531632908;0.331082771;0.361215304;0.26044011;0.480495124;0.246061515;0.595148787;0.375843961;0.457364341;0.286196549;0.462990748;0.358339585;15.9649;19.1396;11.2761;7.82773;7.31967
0;S19;Resting Open;0.130782696;0.133533383;0.13215804;0.129782446;0.111402851;0.104026007;0.090522631;0.604151038;0.274068517;0.644411103;0.268692173;0.381970493;0.367966992;0.409102276;0.404226057;0.196299075;0.484621155;0.256189047;0.205051263;0.129032258;0.317454364;0.151287822;0.379969992;0.267691923;0.44336084;0.147536884;0.283820955;0.234308577;-3.44013;1.26946;-0.748817;-1.22481;-0.176762
0;S20;Resting Open;0.120780195;0.114903726;0.122655664;0.139659915;0.173168292;0.115528882;0.119904976;0.561765441;0.396224056;0.533633408;0.4076019;0.422230558;0.451862966;0.538509627;0.426231558;0.320830208;0.519754939;0.35983996;0.342710678;0.287196799;0.42448112;0.283070768;0.547511878;0.332708177;0.420980245;0.272943236;0.382470618;0.381970493;11.3157;10.71;6.3593;4.45466;5.25557
0;S21;Resting Open;0.121655414;0.111027757;0.104776194;0.138034509;0.141910478;0.100150038;0.118904726;0.503125781;0.411227807;0.524131033;0.362965741;0.395098775;0.409352338;0.503875969;0.360715179;0.252563141;0.387846962;0.2931983;0.304951238;0.218304576;0.366216554;0.25943986;0.469992498;0.318579645;0.443610903;0.241810453;0.376344086;0.363340835;5.39924;6.03509;3.02961;1.01924;2.38827
0;S22;Resting Open;0.196424106;0.190297574;0.192673168;0.186171543;0.195673918;0.155663916;0.15503876;0.569142286;0.499249812;0.58652163;0.438609652;0.459864966;0.455488872;0.582395599;0.506376594;0.374093523;0.436109027;0.387471868;0.437859465;0.346211553;0.41447862;0.33595899;0.536259065;0.447486872;0.533133283;0.36684171;0.465991498;0.46124031;22.6281;25.341;12.4423;8.24171;9.84287
0;S24;Resting Open;0.112903226;0.110027507;0.106026507;0.11627907;0.109527382;0.080645161;0.082395599;0.499749937;0.331332833;0.567891973;0.374093523;0.363090773;0.4056014;0.436984246;0.366966742;0.242310578;0.375093773;0.276819205;0.257189297;0.194298575;0.30220055;0.197549387;0.547636909;0.277194299;0.487871968;0.1987997;0.414228557;0.320455114;0.640213;1.24136;1.23483;-1.13197;1.57801
0;S2;Resting;0.130907727;0.129782446;0.115528882;0.142535634;0.147911978;0.121030258;0.124781195;0.948362091;0.616154039;0.598149537;0.481245311;0.718554639;0.436609152;0.628407102;0.596024006;0.478369592;0.717179295;0.433983496;0.429482371;0.35683921;0.552388097;0.319204801;0.757939485;0.604151038;0.628032008;0.49299825;0.615028757;0.504251063;30.3814;21.1986;18.815;17.5051;13.044
0;S3;Resting;0.136409102;0.127031758;0.114153538;0.116404101;0.128532133;0.104026007;0.115028757;0.470742686;0.369092273;0.534883721;0.308577144;0.38472118;0.448612153;0.432233058;0.31607902;0.215553888;0.370717679;0.280195049;0.245686422;0.172043011;0.323830958;0.228057014;0.364966242;0.294573643;0.501625406;0.194048512;0.351462866;0.295823956;0.470729;3.70623;0.000295623;-0.808579;1.36919
0;S5;Resting;0.099024756;0.109652413;0.119529882;0.096274069;0.099774944;0.088647162;0.075893973;0.397724431;0.219804951;0.454988747;0.292823206;0.406476619;0.326706677;0.450612653;0.224306077;0.188172043;0.421355339;0.175543886;0.140535134;0.131532883;0.308327082;0.122030508;0.447986997;0.245186297;0.433108277;0.190672668;0.331082771;0.230807702;-8.60288;-4.65975;-3.91849;-3.59979;-3.15123
0;S6;Resting;0.122405601;0.119779945;0.100775194;0.13515879;0.13215804;0.112778195;0.12428107;0.563390848;0.308702176;0.434233558;0.242185546;0.346211553;0.373593398;0.3995999;0.340460115;0.209802451;0.383220805;0.320330083;0.219179795;0.161415354;0.362715679;0.222930733;0.3935984;0.254688672;0.441610403;0.196049012;0.410727682;0.331707927;0.0578657;3.08311;-1.11728;-0.962212;0.428235
0;S7;Resting;0.146911728;0.138659665;0.135033758;0.146661665;0.138909727;0.119779945;0.127406852;0.551637909;0.49899975;0.473993498;0.352963241;0.456364091;0.423355839;0.623655914;0.383970993;0.276069017;0.481370343;0.317579395;0.353963491;0.249937484;0.474743686;0.286571643;0.47911978;0.32708177;0.433108277;0.252563141;0.430732683;0.336459115;10.0957;11.3205;6.73474;4.92731;4.3435
0;S10;Resting;0.094273568;0.09539885;0.094898725;0.105776444;0.121155289;0.090522631;0.0943986;0.613653413;0.430107527;0.550512628;0.355338835;0.560765191;0.508377094;0.687296824;0.370592648;0.267191798;0.785946487;0.339209802;0.274443611;0.216554139;0.62728182;0.246186547;0.60340085;0.342835709;0.71467867;0.244936234;0.484621155;0.337834459;9.00189;5.48866;8.27284;10.908;7.97514
0;S11;Resting;0.129032258;0.113028257;0.102900725;0.130782696;0.131907977;0.081270318;0.097149287;0.683420855;0.463990998;0.77331833;0.498624656;0.413228307;0.533133283;0.628157039;0.564891223;0.38372093;0.519379845;0.43235809;0.386846712;0.293323331;0.479869967;0.319579895;0.624156039;0.372093023;0.621655414;0.26744186;0.492623156;0.416354089;17.3026;12.2879;12.0743;8.29751;10.5976
0;S13;Resting;0.136284071;0.126406602;0.122530633;0.126156539;0.131782946;0.110402601;0.124156039;0.530007502;0.40060015;0.539634909;0.372468117;0.369967492;0.474618655;0.601650413;0.353963491;0.279694924;0.46724181;0.337084271;0.294823706;0.248562141;0.445736434;0.286696674;0.564391098;0.308952238;0.670417604;0.25443861;0.568517129;0.356964241;9.32121;10.1233;6.51492;5.08279;7.06204
0;S14;Resting;0.12328082;0.119529882;0.102150538;0.13515879;0.135533883;0.088147037;0.105026257;0.447986997;0.265191298;0.4979995;0.361090273;0.391222806;0.413103276;0.440485121;0.390722681;0.285446362;0.454613653;0.301950488;0.240685171;0.197924481;0.281695424;0.189422356;0.47611903;0.31907977;0.464116029;0.236809202;0.37771943;0.33695924;2.10445;3.48742;0.71075;-0.348543;1.85274
