;0;1
2S1;1.3285884195632724;0.9848911695695877
2S2;1.4103100604220173;0.9641672326074135
2S3;2.293606388509499;0.7133592897177333
2S4;0.381961081231493;0.7154811968174526
2S5;1.4288831852109134;0.7129754480962219
2S6;1.2832600538414731;1.0
2S7;-0.12864574382677949;0.8079179347939591
2S8;1.5974099639902144;0.8357759568520324
2S9;1.3605387786865457;0.7516870899565529
2S10;0.26765777921549033;1.0
2S11;1.5779279314299757;0.9814306198565395
2S12;1.4779487683753971;0.9197615714233673
2S13;1.4590313459664097;0.8738924533727744
